,ARQUIVO,WINER
335,pca_media_rank_biclasse_volume_1_RF_f1.csv,SMOTE_SVM
336,pca_media_rank_biclasse_solid_angle_9_RF_geo.csv,BORDERLINE2
337,pca_media_rank_biclasse_area_volume_ratio_4_GNB_iba.csv,SMOTE
338,pca_media_rank_biclasse_aspect_ratio_9_ABC_auc.csv,SMOTE_SVM
339,pca_media_rank_biclasse_max_solid_angle_9_GNB_geo.csv,SMOTE
340,pca_media_rank_biclasse_area_volume_ratio_4_GNB_geo.csv,SMOTE
341,pca_media_rank_biclasse_radius_ratio_9_RF_auc.csv,BORDERLINE2
342,pca_media_rank_biclasse_min_solid_angle_4_DTREE_auc.csv,SMOTE_SVM
343,pca_media_rank_biclasse_area_1_KNN_f1.csv,ORIGINAL
344,pca_media_rank_biclasse_max_solid_angle_1_DTREE_auc.csv,SMOTE_SVM
345,pca_media_rank_biclasse_aspect_ratio_4_LRG_iba.csv,BORDERLINE1
346,pca_media_rank_biclasse_volume_9_ABC_geo.csv,SMOTE
347,pca_media_rank_biclasse_area_volume_ratio_9_SGD_iba.csv,SMOTE
348,pca_media_rank_biclasse_aspect_ratio_9_DTREE_iba.csv,SMOTE_SVM
349,pca_media_rank_biclasse_edge_ratio_4_ABC_f1.csv,SMOTE_SVM
350,pca_media_rank_biclasse_max_solid_angle_4_RF_iba.csv,DELAUNAY
351,pca_media_rank_biclasse_min_solid_angle_9_LRG_auc.csv,BORDERLINE1
352,pca_media_rank_biclasse_radius_ratio_9_RF_iba.csv,BORDERLINE2
353,pca_media_rank_biclasse_max_solid_angle_9_SGD_f1.csv,SMOTE
354,pca_media_rank_biclasse_max_solid_angle_4_DTREE_geo.csv,DELAUNAY
355,pca_media_rank_biclasse_solid_angle_1_QDA_auc.csv,DELAUNAY
356,pca_media_rank_biclasse_radius_ratio_1_KNN_geo.csv,BORDERLINE1
357,pca_media_rank_biclasse_edge_ratio_9_KNN_auc.csv,DELAUNAY
358,pca_media_rank_biclasse_radius_ratio_9_ABC_f1.csv,SMOTE_SVM
359,pca_media_rank_biclasse_solid_angle_4_GNB_f1.csv,ORIGINAL
360,pca_media_rank_biclasse_volume_4_RF_f1.csv,SMOTE_SVM
361,pca_media_rank_biclasse_solid_angle_1_KNN_geo.csv,DELAUNAY
362,pca_media_rank_biclasse_solid_angle_1_SVM_iba.csv,SMOTE
363,pca_media_rank_biclasse_min_solid_angle_9_RF_geo.csv,BORDERLINE2
364,pca_media_rank_biclasse_radius_ratio_4_MLP_auc.csv,SMOTE
365,pca_media_rank_biclasse_radius_ratio_1_KNN_f1.csv,ORIGINAL
366,pca_media_rank_biclasse_area_1_LRG_f1.csv,SMOTE_SVM
367,pca_media_rank_biclasse_edge_ratio_1_LRG_auc.csv,BORDERLINE1
368,pca_media_rank_biclasse_area_volume_ratio_9_SVM_geo.csv,DELAUNAY
369,pca_media_rank_biclasse_volume_1_SGD_f1.csv,SMOTE_SVM
370,pca_media_rank_biclasse_min_solid_angle_1_ABC_geo.csv,DELAUNAY
371,pca_media_rank_biclasse_area_9_QDA_f1.csv,ORIGINAL
372,pca_media_rank_biclasse_min_solid_angle_4_QDA_iba.csv,DELAUNAY
373,pca_media_rank_biclasse_max_solid_angle_4_RF_auc.csv,DELAUNAY
374,pca_media_rank_biclasse_area_4_GNB_auc.csv,SMOTE
375,pca_media_rank_biclasse_radius_ratio_9_MLP_f1.csv,SMOTE_SVM
376,pca_media_rank_biclasse_volume_4_KNN_auc.csv,BORDERLINE1
377,pca_media_rank_biclasse_aspect_ratio_4_SVM_geo.csv,SMOTE
378,pca_media_rank_biclasse_edge_ratio_9_GNB_auc.csv,SMOTE
379,pca_media_rank_biclasse_aspect_ratio_9_SGD_geo.csv,DELAUNAY
380,pca_media_rank_biclasse_edge_ratio_9_QDA_iba.csv,DELAUNAY
381,pca_media_rank_biclasse_radius_ratio_4_MLP_f1.csv,SMOTE_SVM
382,pca_media_rank_biclasse_edge_ratio_4_RF_geo.csv,DELAUNAY
383,pca_media_rank_biclasse_radius_ratio_9_ABC_auc.csv,SMOTE_SVM
384,pca_media_rank_biclasse_aspect_ratio_1_GNB_geo.csv,SMOTE
385,pca_media_rank_biclasse_solid_angle_9_DTREE_auc.csv,SMOTE_SVM
386,pca_media_rank_biclasse_volume_4_QDA_geo.csv,SMOTE
387,pca_media_rank_biclasse_solid_angle_1_SVM_auc.csv,SMOTE
388,pca_media_rank_biclasse_solid_angle_9_KNN_iba.csv,BORDERLINE1
389,pca_media_rank_biclasse_min_solid_angle_1_SGD_iba.csv,SMOTE
390,pca_media_rank_biclasse_area_volume_ratio_9_MLP_geo.csv,BORDERLINE2
391,pca_media_rank_biclasse_edge_ratio_9_LRG_auc.csv,BORDERLINE1
392,pca_media_rank_biclasse_max_solid_angle_9_SGD_auc.csv,SMOTE
393,pca_media_rank_biclasse_aspect_ratio_1_ABC_auc.csv,SMOTE_SVM
394,pca_media_rank_biclasse_area_volume_ratio_9_DTREE_geo.csv,SMOTE_SVM
395,pca_media_rank_biclasse_min_solid_angle_4_DTREE_f1.csv,ORIGINAL
396,pca_media_rank_biclasse_max_solid_angle_4_QDA_auc.csv,DELAUNAY
397,pca_media_rank_biclasse_edge_ratio_4_LRG_iba.csv,BORDERLINE1
398,pca_media_rank_biclasse_radius_ratio_9_SGD_f1.csv,SMOTE
399,pca_media_rank_biclasse_edge_ratio_4_QDA_iba.csv,DELAUNAY
400,pca_media_rank_biclasse_area_volume_ratio_1_RF_iba.csv,DELAUNAY
401,pca_media_rank_biclasse_area_4_DTREE_iba.csv,SMOTE_SVM
402,pca_media_rank_biclasse_edge_ratio_9_DTREE_iba.csv,SMOTE_SVM
403,pca_media_rank_biclasse_volume_1_KNN_geo.csv,BORDERLINE1
404,pca_media_rank_biclasse_aspect_ratio_4_QDA_auc.csv,DELAUNAY
405,pca_media_rank_biclasse_aspect_ratio_9_MLP_geo.csv,BORDERLINE2
406,pca_media_rank_biclasse_radius_ratio_1_SGD_f1.csv,SMOTE
407,pca_media_rank_biclasse_radius_ratio_9_KNN_geo.csv,BORDERLINE1
408,pca_media_rank_biclasse_aspect_ratio_4_SGD_f1.csv,SMOTE
409,pca_media_rank_biclasse_max_solid_angle_9_MLP_iba.csv,DELAUNAY
410,pca_media_rank_biclasse_volume_9_RF_geo.csv,BORDERLINE2
411,pca_media_rank_biclasse_area_volume_ratio_4_SVM_auc.csv,SMOTE
412,pca_media_rank_biclasse_volume_1_ABC_f1.csv,SMOTE_SVM
413,pca_media_rank_biclasse_radius_ratio_4_QDA_geo.csv,SMOTE
414,pca_media_rank_biclasse_area_volume_ratio_4_DTREE_geo.csv,SMOTE_SVM
415,pca_media_rank_biclasse_radius_ratio_9_MLP_iba.csv,SMOTE
416,pca_media_rank_biclasse_solid_angle_4_DTREE_geo.csv,SMOTE_SVM
417,pca_media_rank_biclasse_solid_angle_4_ABC_iba.csv,DELAUNAY
418,pca_media_rank_biclasse_radius_ratio_1_LRG_f1.csv,SMOTE_SVM
419,pca_media_rank_biclasse_area_volume_ratio_9_SVM_iba.csv,DELAUNAY
420,pca_media_rank_biclasse_aspect_ratio_1_LRG_geo.csv,BORDERLINE1
421,pca_media_rank_biclasse_min_solid_angle_1_GNB_iba.csv,SMOTE
422,pca_media_rank_biclasse_aspect_ratio_9_GNB_f1.csv,ORIGINAL
423,pca_media_rank_biclasse_aspect_ratio_1_MLP_auc.csv,BORDERLINE2
424,pca_media_rank_biclasse_min_solid_angle_4_ABC_f1.csv,SMOTE_SVM
425,pca_media_rank_biclasse_area_9_ABC_iba.csv,SMOTE_SVM
426,pca_media_rank_biclasse_area_volume_ratio_4_RF_auc.csv,DELAUNAY
427,pca_media_rank_biclasse_min_solid_angle_4_LRG_auc.csv,BORDERLINE1
428,pca_media_rank_biclasse_area_9_RF_f1.csv,SMOTE_SVM
429,pca_media_rank_biclasse_aspect_ratio_4_ABC_f1.csv,SMOTE_SVM
430,pca_media_rank_biclasse_volume_4_SVM_f1.csv,SMOTE
431,pca_media_rank_biclasse_aspect_ratio_1_SVM_f1.csv,SMOTE
432,pca_media_rank_biclasse_max_solid_angle_1_MLP_geo.csv,SMOTE
433,pca_media_rank_biclasse_area_volume_ratio_4_SGD_auc.csv,SMOTE
434,pca_media_rank_biclasse_aspect_ratio_4_GNB_geo.csv,SMOTE
435,pca_media_rank_biclasse_edge_ratio_1_DTREE_geo.csv,SMOTE_SVM
436,pca_media_rank_biclasse_radius_ratio_9_RF_geo.csv,BORDERLINE2
437,pca_media_rank_biclasse_radius_ratio_4_ABC_f1.csv,SMOTE_SVM
438,pca_media_rank_biclasse_radius_ratio_9_LRG_iba.csv,BORDERLINE1
439,pca_media_rank_biclasse_aspect_ratio_4_MLP_geo.csv,BORDERLINE2
440,pca_media_rank_biclasse_radius_ratio_4_GNB_f1.csv,ORIGINAL
441,pca_media_rank_biclasse_max_solid_angle_9_QDA_f1.csv,ORIGINAL
442,pca_media_rank_biclasse_min_solid_angle_9_KNN_f1.csv,ORIGINAL
443,pca_media_rank_biclasse_volume_9_QDA_auc.csv,SMOTE_SVM
444,pca_media_rank_biclasse_edge_ratio_4_MLP_iba.csv,DELAUNAY
445,pca_media_rank_biclasse_min_solid_angle_9_KNN_auc.csv,SMOTE_SVM
446,pca_media_rank_biclasse_solid_angle_1_DTREE_iba.csv,SMOTE_SVM
447,pca_media_rank_biclasse_min_solid_angle_4_ABC_iba.csv,DELAUNAY
448,pca_media_rank_biclasse_min_solid_angle_4_RF_f1.csv,SMOTE_SVM
449,pca_media_rank_biclasse_area_volume_ratio_9_DTREE_auc.csv,SMOTE_SVM
450,pca_media_rank_biclasse_min_solid_angle_9_RF_f1.csv,SMOTE_SVM
451,pca_media_rank_biclasse_volume_9_DTREE_iba.csv,SMOTE_SVM
452,pca_media_rank_biclasse_max_solid_angle_1_KNN_auc.csv,BORDERLINE1
453,pca_media_rank_biclasse_edge_ratio_4_GNB_geo.csv,SMOTE
454,pca_media_rank_biclasse_radius_ratio_4_QDA_f1.csv,ORIGINAL
455,pca_media_rank_biclasse_volume_9_SVM_f1.csv,DELAUNAY
456,pca_media_rank_biclasse_radius_ratio_9_KNN_iba.csv,BORDERLINE1
457,pca_media_rank_biclasse_edge_ratio_1_RF_iba.csv,DELAUNAY
458,pca_media_rank_biclasse_aspect_ratio_1_GNB_auc.csv,SMOTE
459,pca_media_rank_biclasse_area_1_KNN_auc.csv,BORDERLINE1
460,pca_media_rank_biclasse_solid_angle_9_QDA_f1.csv,ORIGINAL
461,pca_media_rank_biclasse_area_volume_ratio_1_DTREE_geo.csv,SMOTE_SVM
462,pca_media_rank_biclasse_aspect_ratio_9_SGD_auc.csv,DELAUNAY
463,pca_media_rank_biclasse_radius_ratio_1_QDA_auc.csv,SMOTE_SVM
464,pca_media_rank_biclasse_radius_ratio_1_SGD_geo.csv,SMOTE
465,pca_media_rank_biclasse_min_solid_angle_4_MLP_f1.csv,SMOTE_SVM
466,pca_media_rank_biclasse_aspect_ratio_1_DTREE_geo.csv,SMOTE_SVM
467,pca_media_rank_biclasse_area_1_GNB_iba.csv,SMOTE
468,pca_media_rank_biclasse_area_volume_ratio_4_LRG_auc.csv,BORDERLINE1
469,pca_media_rank_biclasse_area_1_LRG_iba.csv,BORDERLINE1
470,pca_media_rank_biclasse_aspect_ratio_4_SVM_auc.csv,SMOTE
471,pca_media_rank_biclasse_min_solid_angle_1_DTREE_f1.csv,ORIGINAL
472,pca_media_rank_biclasse_area_volume_ratio_4_ABC_geo.csv,BORDERLINE2
473,pca_media_rank_biclasse_radius_ratio_4_MLP_iba.csv,SMOTE
474,pca_media_rank_biclasse_solid_angle_4_ABC_auc.csv,SMOTE_SVM
475,pca_media_rank_biclasse_area_volume_ratio_9_ABC_f1.csv,SMOTE_SVM
476,pca_media_rank_biclasse_solid_angle_4_KNN_iba.csv,DELAUNAY
477,pca_media_rank_biclasse_min_solid_angle_4_ABC_auc.csv,DELAUNAY
478,pca_media_rank_biclasse_max_solid_angle_9_DTREE_f1.csv,ORIGINAL
479,pca_media_rank_biclasse_max_solid_angle_1_GNB_f1.csv,ORIGINAL
480,pca_media_rank_biclasse_radius_ratio_4_GNB_iba.csv,SMOTE
481,pca_media_rank_biclasse_area_9_ABC_geo.csv,BORDERLINE2
482,pca_media_rank_biclasse_max_solid_angle_4_SVM_auc.csv,SMOTE
483,pca_media_rank_biclasse_radius_ratio_9_RF_f1.csv,SMOTE
484,pca_media_rank_biclasse_edge_ratio_9_SVM_iba.csv,SMOTE
485,pca_media_rank_biclasse_area_9_DTREE_geo.csv,SMOTE_SVM
486,pca_media_rank_biclasse_max_solid_angle_1_RF_iba.csv,DELAUNAY
487,pca_media_rank_biclasse_aspect_ratio_1_ABC_f1.csv,SMOTE_SVM
488,pca_media_rank_biclasse_solid_angle_4_SGD_geo.csv,SMOTE
489,pca_media_rank_biclasse_volume_4_KNN_f1.csv,ORIGINAL
490,pca_media_rank_biclasse_solid_angle_9_DTREE_f1.csv,ORIGINAL
491,pca_media_rank_biclasse_solid_angle_9_GNB_iba.csv,SMOTE
492,pca_media_rank_biclasse_area_9_RF_geo.csv,BORDERLINE2
493,pca_media_rank_biclasse_min_solid_angle_9_MLP_auc.csv,DELAUNAY
494,pca_media_rank_biclasse_max_solid_angle_4_QDA_iba.csv,DELAUNAY
495,pca_media_rank_biclasse_edge_ratio_4_GNB_iba.csv,SMOTE
496,pca_media_rank_biclasse_volume_9_GNB_geo.csv,SMOTE
497,pca_media_rank_biclasse_volume_4_ABC_iba.csv,SMOTE
498,pca_media_rank_biclasse_min_solid_angle_4_GNB_auc.csv,SMOTE
499,pca_media_rank_biclasse_edge_ratio_9_DTREE_geo.csv,SMOTE_SVM
500,pca_media_rank_biclasse_area_4_SGD_auc.csv,SMOTE
501,pca_media_rank_biclasse_max_solid_angle_9_RF_geo.csv,DELAUNAY
502,pca_media_rank_biclasse_aspect_ratio_9_QDA_auc.csv,SMOTE_SVM
503,pca_media_rank_biclasse_area_volume_ratio_1_MLP_auc.csv,BORDERLINE2
504,pca_media_rank_biclasse_aspect_ratio_9_SVM_geo.csv,SMOTE
505,pca_media_rank_biclasse_solid_angle_1_SGD_geo.csv,SMOTE
506,pca_media_rank_biclasse_min_solid_angle_9_RF_iba.csv,BORDERLINE2
507,pca_media_rank_biclasse_radius_ratio_9_SVM_f1.csv,SMOTE
508,pca_media_rank_biclasse_radius_ratio_4_DTREE_f1.csv,ORIGINAL
509,pca_media_rank_biclasse_solid_angle_1_GNB_geo.csv,SMOTE
510,pca_media_rank_biclasse_edge_ratio_1_ABC_geo.csv,BORDERLINE2
511,pca_media_rank_biclasse_solid_angle_4_ABC_f1.csv,SMOTE_SVM
512,pca_media_rank_biclasse_max_solid_angle_4_SVM_iba.csv,SMOTE
513,pca_media_rank_biclasse_area_9_KNN_iba.csv,BORDERLINE1
514,pca_media_rank_biclasse_solid_angle_9_RF_iba.csv,BORDERLINE2
515,pca_media_rank_biclasse_radius_ratio_4_SVM_f1.csv,SMOTE
516,pca_media_rank_biclasse_aspect_ratio_9_LRG_f1.csv,SMOTE_SVM
517,pca_media_rank_biclasse_edge_ratio_4_MLP_geo.csv,BORDERLINE2
518,pca_media_rank_biclasse_area_4_RF_f1.csv,SMOTE_SVM
519,pca_media_rank_biclasse_edge_ratio_4_MLP_f1.csv,SMOTE_SVM
520,pca_media_rank_biclasse_area_volume_ratio_4_KNN_iba.csv,DELAUNAY
521,pca_media_rank_biclasse_solid_angle_1_QDA_geo.csv,DELAUNAY
522,pca_media_rank_biclasse_max_solid_angle_1_ABC_f1.csv,SMOTE_SVM
523,pca_media_rank_biclasse_radius_ratio_4_GNB_auc.csv,SMOTE
524,pca_media_rank_biclasse_max_solid_angle_1_LRG_auc.csv,BORDERLINE1
525,pca_media_rank_biclasse_area_volume_ratio_1_SVM_iba.csv,SMOTE
526,pca_media_rank_biclasse_min_solid_angle_1_MLP_iba.csv,DELAUNAY
527,pca_media_rank_biclasse_edge_ratio_1_GNB_auc.csv,SMOTE
528,pca_media_rank_biclasse_area_volume_ratio_9_GNB_f1.csv,ORIGINAL
529,pca_media_rank_biclasse_edge_ratio_9_SGD_auc.csv,SMOTE
530,pca_media_rank_biclasse_max_solid_angle_4_ABC_iba.csv,DELAUNAY
531,pca_media_rank_biclasse_aspect_ratio_9_KNN_iba.csv,BORDERLINE1
532,pca_media_rank_biclasse_edge_ratio_1_MLP_geo.csv,BORDERLINE2
533,pca_media_rank_biclasse_area_volume_ratio_1_SVM_f1.csv,SMOTE
534,pca_media_rank_biclasse_max_solid_angle_1_ABC_iba.csv,DELAUNAY
535,pca_media_rank_biclasse_solid_angle_9_ABC_auc.csv,SMOTE_SVM
536,pca_media_rank_biclasse_area_volume_ratio_4_QDA_iba.csv,DELAUNAY
537,pca_media_rank_biclasse_min_solid_angle_9_ABC_auc.csv,DELAUNAY
538,pca_media_rank_biclasse_area_1_SVM_iba.csv,SMOTE
539,pca_media_rank_biclasse_min_solid_angle_9_SGD_auc.csv,SMOTE
540,pca_media_rank_biclasse_aspect_ratio_4_ABC_auc.csv,SMOTE_SVM
541,pca_media_rank_biclasse_volume_1_LRG_geo.csv,BORDERLINE1
542,pca_media_rank_biclasse_volume_9_DTREE_f1.csv,ORIGINAL
543,pca_media_rank_biclasse_min_solid_angle_9_DTREE_auc.csv,SMOTE_SVM
544,pca_media_rank_biclasse_area_4_QDA_geo.csv,SMOTE
545,pca_media_rank_biclasse_solid_angle_4_SVM_iba.csv,SMOTE
546,pca_media_rank_biclasse_edge_ratio_4_LRG_f1.csv,SMOTE_SVM
547,pca_media_rank_biclasse_aspect_ratio_4_DTREE_f1.csv,ORIGINAL
548,pca_media_rank_biclasse_area_volume_ratio_4_ABC_auc.csv,SMOTE_SVM
549,pca_media_rank_biclasse_area_volume_ratio_1_DTREE_iba.csv,SMOTE_SVM
550,pca_media_rank_biclasse_radius_ratio_4_LRG_auc.csv,BORDERLINE1
551,pca_media_rank_biclasse_area_9_LRG_iba.csv,BORDERLINE1
552,pca_media_rank_biclasse_radius_ratio_4_SGD_iba.csv,SMOTE
553,pca_media_rank_biclasse_volume_1_QDA_f1.csv,ORIGINAL
554,pca_media_rank_biclasse_solid_angle_4_KNN_f1.csv,ORIGINAL
555,pca_media_rank_biclasse_area_1_ABC_iba.csv,SMOTE_SVM
556,pca_media_rank_biclasse_area_9_GNB_geo.csv,SMOTE
557,pca_media_rank_biclasse_radius_ratio_4_RF_geo.csv,BORDERLINE2
558,pca_media_rank_biclasse_min_solid_angle_1_RF_f1.csv,SMOTE_SVM
559,pca_media_rank_biclasse_volume_9_SGD_geo.csv,SMOTE
560,pca_media_rank_biclasse_edge_ratio_9_SGD_f1.csv,DELAUNAY
561,pca_media_rank_biclasse_radius_ratio_9_DTREE_f1.csv,ORIGINAL
562,pca_media_rank_biclasse_volume_1_DTREE_iba.csv,SMOTE_SVM
563,pca_media_rank_biclasse_solid_angle_9_MLP_auc.csv,DELAUNAY
564,pca_media_rank_biclasse_volume_4_KNN_iba.csv,BORDERLINE1
565,pca_media_rank_biclasse_area_1_QDA_geo.csv,SMOTE
566,pca_media_rank_biclasse_max_solid_angle_4_KNN_geo.csv,DELAUNAY
567,pca_media_rank_biclasse_volume_1_MLP_f1.csv,SMOTE_SVM
568,pca_media_rank_biclasse_volume_1_SGD_geo.csv,SMOTE
569,pca_media_rank_biclasse_max_solid_angle_4_KNN_f1.csv,ORIGINAL
570,pca_media_rank_biclasse_min_solid_angle_9_DTREE_geo.csv,SMOTE_SVM
571,pca_media_rank_biclasse_area_1_ABC_f1.csv,SMOTE_SVM
572,pca_media_rank_biclasse_solid_angle_1_SVM_f1.csv,SMOTE
573,pca_media_rank_biclasse_aspect_ratio_9_RF_iba.csv,BORDERLINE2
574,pca_media_rank_biclasse_radius_ratio_4_SGD_f1.csv,SMOTE
575,pca_media_rank_biclasse_edge_ratio_9_QDA_f1.csv,ORIGINAL
576,pca_media_rank_biclasse_radius_ratio_1_ABC_f1.csv,SMOTE_SVM
577,pca_media_rank_biclasse_area_4_KNN_geo.csv,BORDERLINE1
578,pca_media_rank_biclasse_solid_angle_4_SVM_geo.csv,SMOTE
579,pca_media_rank_biclasse_radius_ratio_1_ABC_geo.csv,BORDERLINE2
580,pca_media_rank_biclasse_aspect_ratio_1_GNB_f1.csv,ORIGINAL
581,pca_media_rank_biclasse_radius_ratio_4_RF_iba.csv,BORDERLINE2
582,pca_media_rank_biclasse_max_solid_angle_1_ABC_auc.csv,DELAUNAY
583,pca_media_rank_biclasse_area_volume_ratio_9_LRG_auc.csv,BORDERLINE1
584,pca_media_rank_biclasse_min_solid_angle_4_RF_auc.csv,DELAUNAY
585,pca_media_rank_biclasse_aspect_ratio_4_KNN_geo.csv,BORDERLINE1
586,pca_media_rank_biclasse_max_solid_angle_9_KNN_geo.csv,DELAUNAY
587,pca_media_rank_biclasse_edge_ratio_4_SGD_f1.csv,SMOTE
588,pca_media_rank_biclasse_aspect_ratio_9_SVM_auc.csv,SMOTE
589,pca_media_rank_biclasse_solid_angle_4_GNB_geo.csv,SMOTE
590,pca_media_rank_biclasse_radius_ratio_4_LRG_geo.csv,BORDERLINE1
591,pca_media_rank_biclasse_volume_1_SVM_f1.csv,SMOTE
592,pca_media_rank_biclasse_aspect_ratio_9_SGD_f1.csv,DELAUNAY
593,pca_media_rank_biclasse_area_volume_ratio_9_SVM_f1.csv,DELAUNAY
594,pca_media_rank_biclasse_aspect_ratio_4_SGD_iba.csv,SMOTE
595,pca_media_rank_biclasse_edge_ratio_9_GNB_iba.csv,SMOTE
596,pca_media_rank_biclasse_edge_ratio_4_DTREE_iba.csv,SMOTE_SVM
597,pca_media_rank_biclasse_edge_ratio_4_RF_auc.csv,DELAUNAY
598,pca_media_rank_biclasse_max_solid_angle_4_SGD_iba.csv,DELAUNAY
599,pca_media_rank_biclasse_area_9_MLP_iba.csv,BORDERLINE2
600,pca_media_rank_biclasse_aspect_ratio_1_GNB_iba.csv,SMOTE
601,pca_media_rank_biclasse_max_solid_angle_1_LRG_iba.csv,BORDERLINE1
602,pca_media_rank_biclasse_area_volume_ratio_9_LRG_iba.csv,BORDERLINE1
603,pca_media_rank_biclasse_solid_angle_4_KNN_geo.csv,DELAUNAY
604,pca_media_rank_biclasse_radius_ratio_4_DTREE_auc.csv,SMOTE_SVM
605,pca_media_rank_biclasse_edge_ratio_9_ABC_geo.csv,BORDERLINE2
606,pca_media_rank_biclasse_area_volume_ratio_1_QDA_iba.csv,DELAUNAY
607,pca_media_rank_biclasse_edge_ratio_9_KNN_f1.csv,ORIGINAL
608,pca_media_rank_biclasse_max_solid_angle_9_MLP_geo.csv,DELAUNAY
609,pca_media_rank_biclasse_radius_ratio_9_QDA_auc.csv,SMOTE_SVM
610,pca_media_rank_biclasse_area_volume_ratio_9_MLP_auc.csv,BORDERLINE2
611,pca_media_rank_biclasse_edge_ratio_9_ABC_iba.csv,SMOTE
612,pca_media_rank_biclasse_min_solid_angle_4_MLP_geo.csv,DELAUNAY
613,pca_media_rank_biclasse_edge_ratio_1_RF_auc.csv,DELAUNAY
614,pca_media_rank_biclasse_radius_ratio_1_SVM_iba.csv,SMOTE
615,pca_media_rank_biclasse_edge_ratio_1_LRG_iba.csv,BORDERLINE1
616,pca_media_rank_biclasse_solid_angle_9_LRG_iba.csv,BORDERLINE1
617,pca_media_rank_biclasse_area_9_MLP_geo.csv,BORDERLINE2
618,pca_media_rank_biclasse_aspect_ratio_4_DTREE_auc.csv,SMOTE_SVM
619,pca_media_rank_biclasse_edge_ratio_9_DTREE_auc.csv,SMOTE_SVM
620,pca_media_rank_biclasse_aspect_ratio_9_LRG_iba.csv,BORDERLINE1
621,pca_media_rank_biclasse_min_solid_angle_9_ABC_geo.csv,DELAUNAY
622,pca_media_rank_biclasse_radius_ratio_1_SVM_geo.csv,SMOTE
623,pca_media_rank_biclasse_area_9_SGD_geo.csv,SMOTE
624,pca_media_rank_biclasse_solid_angle_4_DTREE_f1.csv,ORIGINAL
625,pca_media_rank_biclasse_max_solid_angle_1_DTREE_geo.csv,SMOTE_SVM
626,pca_media_rank_biclasse_area_volume_ratio_9_MLP_iba.csv,BORDERLINE2
627,pca_media_rank_biclasse_area_9_QDA_geo.csv,SMOTE
628,pca_media_rank_biclasse_radius_ratio_1_RF_auc.csv,BORDERLINE2
629,pca_media_rank_biclasse_edge_ratio_4_DTREE_f1.csv,ORIGINAL
630,pca_media_rank_biclasse_radius_ratio_1_SVM_auc.csv,SMOTE
631,pca_media_rank_biclasse_volume_4_LRG_geo.csv,BORDERLINE1
632,pca_media_rank_biclasse_solid_angle_1_KNN_f1.csv,ORIGINAL
633,pca_media_rank_biclasse_min_solid_angle_9_KNN_iba.csv,BORDERLINE1
634,pca_media_rank_biclasse_edge_ratio_9_RF_auc.csv,BORDERLINE2
635,pca_media_rank_biclasse_edge_ratio_1_MLP_auc.csv,BORDERLINE2
636,pca_media_rank_biclasse_aspect_ratio_9_MLP_auc.csv,BORDERLINE2
637,pca_media_rank_biclasse_solid_angle_4_RF_geo.csv,DELAUNAY
638,pca_media_rank_biclasse_min_solid_angle_4_KNN_auc.csv,SMOTE_SVM
639,pca_media_rank_biclasse_solid_angle_9_LRG_auc.csv,BORDERLINE1
640,pca_media_rank_biclasse_max_solid_angle_4_SGD_geo.csv,DELAUNAY
641,pca_media_rank_biclasse_solid_angle_9_SVM_geo.csv,SMOTE
642,pca_media_rank_biclasse_radius_ratio_4_LRG_f1.csv,SMOTE_SVM
643,pca_media_rank_biclasse_edge_ratio_1_MLP_iba.csv,SMOTE
644,pca_media_rank_biclasse_min_solid_angle_4_QDA_geo.csv,DELAUNAY
645,pca_media_rank_biclasse_volume_9_QDA_geo.csv,SMOTE
646,pca_media_rank_biclasse_volume_1_SVM_auc.csv,SMOTE
647,pca_media_rank_biclasse_volume_9_RF_f1.csv,SMOTE_SVM
648,pca_media_rank_biclasse_max_solid_angle_1_MLP_auc.csv,BORDERLINE2
649,pca_media_rank_biclasse_max_solid_angle_9_ABC_auc.csv,DELAUNAY
650,pca_media_rank_biclasse_area_volume_ratio_9_KNN_geo.csv,BORDERLINE1
651,pca_media_rank_biclasse_edge_ratio_1_LRG_f1.csv,SMOTE_SVM
652,pca_media_rank_biclasse_area_volume_ratio_9_LRG_geo.csv,BORDERLINE1
653,pca_media_rank_biclasse_volume_1_DTREE_auc.csv,SMOTE_SVM
654,pca_media_rank_biclasse_radius_ratio_9_MLP_geo.csv,SMOTE
655,pca_media_rank_biclasse_area_volume_ratio_4_QDA_auc.csv,DELAUNAY
656,pca_media_rank_biclasse_aspect_ratio_4_SVM_f1.csv,SMOTE
657,pca_media_rank_biclasse_max_solid_angle_4_LRG_iba.csv,BORDERLINE1
658,pca_media_rank_biclasse_radius_ratio_4_ABC_auc.csv,SMOTE_SVM
659,pca_media_rank_biclasse_solid_angle_1_LRG_iba.csv,BORDERLINE1
660,pca_media_rank_biclasse_volume_9_KNN_f1.csv,ORIGINAL
661,pca_media_rank_biclasse_solid_angle_9_SGD_auc.csv,DELAUNAY
662,pca_media_rank_biclasse_min_solid_angle_1_GNB_geo.csv,SMOTE
663,pca_media_rank_biclasse_edge_ratio_9_LRG_f1.csv,SMOTE_SVM
664,pca_media_rank_biclasse_volume_4_DTREE_f1.csv,ORIGINAL
665,pca_media_rank_biclasse_edge_ratio_4_ABC_auc.csv,SMOTE_SVM
666,pca_media_rank_biclasse_solid_angle_9_SGD_geo.csv,DELAUNAY
667,pca_media_rank_biclasse_area_volume_ratio_4_QDA_geo.csv,DELAUNAY
668,pca_media_rank_biclasse_max_solid_angle_1_KNN_geo.csv,DELAUNAY
