ID,DATASET,FOLD,PREPROC,ALGORITHM,MODE,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
new-thyroid__delaunay_PCA_edge_ratio_9_LRG,new-thyroid,1,_delaunay_edge_ratio_9,LRG,PCA,edge_ratio,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_edge_ratio_9_ABC,new-thyroid,1,_delaunay_edge_ratio_9,ABC,PCA,edge_ratio,9,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_9_MLP,new-thyroid,1,_delaunay_edge_ratio_9,MLP,PCA,edge_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_9_QDA,new-thyroid,1,_delaunay_edge_ratio_9,QDA,PCA,edge_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_9_SVM,new-thyroid,1,_delaunay_edge_ratio_9,SVM,PCA,edge_ratio,9,0.15,0.14,0.85,0.12,0.13,0.07
new-thyroid__delaunay_PCA_edge_ratio_9_SGD,new-thyroid,1,_delaunay_edge_ratio_9,SGD,PCA,edge_ratio,9,0.14,0.12,0.86,0.12,0.14,0.09
new-thyroid__delaunay_PCA_radius_ratio_1_RF,new-thyroid,1,_delaunay_radius_ratio_1,RF,PCA,radius_ratio,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_1_KNN,new-thyroid,1,_delaunay_radius_ratio_1,KNN,PCA,radius_ratio,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_1_DTREE,new-thyroid,1,_delaunay_radius_ratio_1,DTREE,PCA,radius_ratio,1,0.10,0.14,0.87,0.12,0.14,0.13
new-thyroid__delaunay_PCA_radius_ratio_1_GNB,new-thyroid,1,_delaunay_radius_ratio_1,GNB,PCA,radius_ratio,1,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_radius_ratio_1_LRG,new-thyroid,1,_delaunay_radius_ratio_1,LRG,PCA,radius_ratio,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_radius_ratio_1_ABC,new-thyroid,1,_delaunay_radius_ratio_1,ABC,PCA,radius_ratio,1,0.11,0.16,0.88,0.13,0.17,0.14
new-thyroid__delaunay_PCA_radius_ratio_1_MLP,new-thyroid,1,_delaunay_radius_ratio_1,MLP,PCA,radius_ratio,1,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_1_QDA,new-thyroid,1,_delaunay_radius_ratio_1,QDA,PCA,radius_ratio,1,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_radius_ratio_1_SVM,new-thyroid,1,_delaunay_radius_ratio_1,SVM,PCA,radius_ratio,1,0.17,0.21,0.85,0.12,0.12,0.05
new-thyroid__delaunay_PCA_radius_ratio_1_SGD,new-thyroid,1,_delaunay_radius_ratio_1,SGD,PCA,radius_ratio,1,0.04,0.14,0.92,0.06,0.11,0.09
new-thyroid__delaunay_PCA_radius_ratio_4_RF,new-thyroid,1,_delaunay_radius_ratio_4,RF,PCA,radius_ratio,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_4_KNN,new-thyroid,1,_delaunay_radius_ratio_4,KNN,PCA,radius_ratio,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_4_DTREE,new-thyroid,1,_delaunay_radius_ratio_4,DTREE,PCA,radius_ratio,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_4_GNB,new-thyroid,1,_delaunay_radius_ratio_4,GNB,PCA,radius_ratio,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_radius_ratio_4_LRG,new-thyroid,1,_delaunay_radius_ratio_4,LRG,PCA,radius_ratio,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_radius_ratio_4_ABC,new-thyroid,1,_delaunay_radius_ratio_4,ABC,PCA,radius_ratio,4,0.00,0.02,0.84,0.01,0.00,0.00
new-thyroid__delaunay_PCA_radius_ratio_4_MLP,new-thyroid,1,_delaunay_radius_ratio_4,MLP,PCA,radius_ratio,4,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_4_QDA,new-thyroid,1,_delaunay_radius_ratio_4,QDA,PCA,radius_ratio,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_radius_ratio_4_SVM,new-thyroid,1,_delaunay_radius_ratio_4,SVM,PCA,radius_ratio,4,0.17,0.21,0.85,0.12,0.12,0.05
new-thyroid__delaunay_PCA_radius_ratio_4_SGD,new-thyroid,1,_delaunay_radius_ratio_4,SGD,PCA,radius_ratio,4,0.02,0.14,0.89,0.04,0.07,0.04
new-thyroid__delaunay_PCA_radius_ratio_9_RF,new-thyroid,1,_delaunay_radius_ratio_9,RF,PCA,radius_ratio,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_9_KNN,new-thyroid,1,_delaunay_radius_ratio_9,KNN,PCA,radius_ratio,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_9_DTREE,new-thyroid,1,_delaunay_radius_ratio_9,DTREE,PCA,radius_ratio,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_9_GNB,new-thyroid,1,_delaunay_radius_ratio_9,GNB,PCA,radius_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_radius_ratio_9_LRG,new-thyroid,1,_delaunay_radius_ratio_9,LRG,PCA,radius_ratio,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_radius_ratio_9_ABC,new-thyroid,1,_delaunay_radius_ratio_9,ABC,PCA,radius_ratio,9,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_radius_ratio_9_MLP,new-thyroid,1,_delaunay_radius_ratio_9,MLP,PCA,radius_ratio,9,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__delaunay_PCA_radius_ratio_9_QDA,new-thyroid,1,_delaunay_radius_ratio_9,QDA,PCA,radius_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_radius_ratio_9_SVM,new-thyroid,1,_delaunay_radius_ratio_9,SVM,PCA,radius_ratio,9,0.17,0.21,0.85,0.12,0.12,0.05
new-thyroid__delaunay_PCA_radius_ratio_9_SGD,new-thyroid,1,_delaunay_radius_ratio_9,SGD,PCA,radius_ratio,9,0.14,0.12,0.86,0.12,0.13,0.09
new-thyroid__delaunay_PCA_aspect_ratio_1_RF,new-thyroid,1,_delaunay_aspect_ratio_1,RF,PCA,aspect_ratio,1,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_aspect_ratio_1_KNN,new-thyroid,1,_delaunay_aspect_ratio_1,KNN,PCA,aspect_ratio,1,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_1_DTREE,new-thyroid,1,_delaunay_aspect_ratio_1,DTREE,PCA,aspect_ratio,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_aspect_ratio_1_GNB,new-thyroid,1,_delaunay_aspect_ratio_1,GNB,PCA,aspect_ratio,1,0.15,0.14,0.87,0.14,0.16,0.12
new-thyroid__delaunay_PCA_aspect_ratio_1_LRG,new-thyroid,1,_delaunay_aspect_ratio_1,LRG,PCA,aspect_ratio,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_aspect_ratio_1_ABC,new-thyroid,1,_delaunay_aspect_ratio_1,ABC,PCA,aspect_ratio,1,0.13,0.16,0.87,0.14,0.16,0.14
new-thyroid__delaunay_PCA_aspect_ratio_1_MLP,new-thyroid,1,_delaunay_aspect_ratio_1,MLP,PCA,aspect_ratio,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_1_QDA,new-thyroid,1,_delaunay_aspect_ratio_1,QDA,PCA,aspect_ratio,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_1_SVM,new-thyroid,1,_delaunay_aspect_ratio_1,SVM,PCA,aspect_ratio,1,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_aspect_ratio_1_SGD,new-thyroid,1,_delaunay_aspect_ratio_1,SGD,PCA,aspect_ratio,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_aspect_ratio_4_RF,new-thyroid,1,_delaunay_aspect_ratio_4,RF,PCA,aspect_ratio,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_aspect_ratio_4_KNN,new-thyroid,1,_delaunay_aspect_ratio_4,KNN,PCA,aspect_ratio,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_4_DTREE,new-thyroid,1,_delaunay_aspect_ratio_4,DTREE,PCA,aspect_ratio,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_aspect_ratio_4_GNB,new-thyroid,1,_delaunay_aspect_ratio_4,GNB,PCA,aspect_ratio,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_4_LRG,new-thyroid,1,_delaunay_aspect_ratio_4,LRG,PCA,aspect_ratio,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_aspect_ratio_4_ABC,new-thyroid,1,_delaunay_aspect_ratio_4,ABC,PCA,aspect_ratio,4,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_aspect_ratio_4_MLP,new-thyroid,1,_delaunay_aspect_ratio_4,MLP,PCA,aspect_ratio,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_4_QDA,new-thyroid,1,_delaunay_aspect_ratio_4,QDA,PCA,aspect_ratio,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_4_SVM,new-thyroid,1,_delaunay_aspect_ratio_4,SVM,PCA,aspect_ratio,4,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_aspect_ratio_4_SGD,new-thyroid,1,_delaunay_aspect_ratio_4,SGD,PCA,aspect_ratio,4,0.04,0.14,0.94,0.06,0.11,0.09
new-thyroid__delaunay_PCA_aspect_ratio_9_RF,new-thyroid,1,_delaunay_aspect_ratio_9,RF,PCA,aspect_ratio,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_aspect_ratio_9_KNN,new-thyroid,1,_delaunay_aspect_ratio_9,KNN,PCA,aspect_ratio,9,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_9_DTREE,new-thyroid,1,_delaunay_aspect_ratio_9,DTREE,PCA,aspect_ratio,9,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_9_GNB,new-thyroid,1,_delaunay_aspect_ratio_9,GNB,PCA,aspect_ratio,9,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_9_LRG,new-thyroid,1,_delaunay_aspect_ratio_9,LRG,PCA,aspect_ratio,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_aspect_ratio_9_ABC,new-thyroid,1,_delaunay_aspect_ratio_9,ABC,PCA,aspect_ratio,9,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_aspect_ratio_9_MLP,new-thyroid,1,_delaunay_aspect_ratio_9,MLP,PCA,aspect_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_9_QDA,new-thyroid,1,_delaunay_aspect_ratio_9,QDA,PCA,aspect_ratio,9,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_aspect_ratio_9_SVM,new-thyroid,1,_delaunay_aspect_ratio_9,SVM,PCA,aspect_ratio,9,0.16,0.16,0.85,0.12,0.13,0.07
new-thyroid__delaunay_PCA_aspect_ratio_9_SGD,new-thyroid,1,_delaunay_aspect_ratio_9,SGD,PCA,aspect_ratio,9,0.03,0.14,0.93,0.06,0.10,0.08
new-thyroid__delaunay_PCA_max_solid_angle_1_RF,new-thyroid,1,_delaunay_max_solid_angle_1,RF,PCA,max_solid_angle,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_1_KNN,new-thyroid,1,_delaunay_max_solid_angle_1,KNN,PCA,max_solid_angle,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_1_DTREE,new-thyroid,1,_delaunay_max_solid_angle_1,DTREE,PCA,max_solid_angle,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_1_GNB,new-thyroid,1,_delaunay_max_solid_angle_1,GNB,PCA,max_solid_angle,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_1_LRG,new-thyroid,1,_delaunay_max_solid_angle_1,LRG,PCA,max_solid_angle,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_max_solid_angle_1_ABC,new-thyroid,1,_delaunay_max_solid_angle_1,ABC,PCA,max_solid_angle,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_1_MLP,new-thyroid,1,_delaunay_max_solid_angle_1,MLP,PCA,max_solid_angle,1,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_1_QDA,new-thyroid,1,_delaunay_max_solid_angle_1,QDA,PCA,max_solid_angle,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_1_SVM,new-thyroid,1,_delaunay_max_solid_angle_1,SVM,PCA,max_solid_angle,1,0.16,0.21,0.85,0.14,0.14,0.08
new-thyroid__delaunay_PCA_max_solid_angle_1_SGD,new-thyroid,1,_delaunay_max_solid_angle_1,SGD,PCA,max_solid_angle,1,0.15,0.14,0.87,0.14,0.16,0.12
new-thyroid__delaunay_PCA_max_solid_angle_4_RF,new-thyroid,1,_delaunay_max_solid_angle_4,RF,PCA,max_solid_angle,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_4_KNN,new-thyroid,1,_delaunay_max_solid_angle_4,KNN,PCA,max_solid_angle,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_4_DTREE,new-thyroid,1,_delaunay_max_solid_angle_4,DTREE,PCA,max_solid_angle,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_4_GNB,new-thyroid,1,_delaunay_max_solid_angle_4,GNB,PCA,max_solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_4_LRG,new-thyroid,1,_delaunay_max_solid_angle_4,LRG,PCA,max_solid_angle,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_max_solid_angle_4_ABC,new-thyroid,1,_delaunay_max_solid_angle_4,ABC,PCA,max_solid_angle,4,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_4_MLP,new-thyroid,1,_delaunay_max_solid_angle_4,MLP,PCA,max_solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_4_QDA,new-thyroid,1,_delaunay_max_solid_angle_4,QDA,PCA,max_solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_4_SVM,new-thyroid,1,_delaunay_max_solid_angle_4,SVM,PCA,max_solid_angle,4,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_max_solid_angle_4_SGD,new-thyroid,1,_delaunay_max_solid_angle_4,SGD,PCA,max_solid_angle,4,0.04,0.14,0.94,0.06,0.11,0.09
new-thyroid__delaunay_PCA_max_solid_angle_9_RF,new-thyroid,1,_delaunay_max_solid_angle_9,RF,PCA,max_solid_angle,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_9_KNN,new-thyroid,1,_delaunay_max_solid_angle_9,KNN,PCA,max_solid_angle,9,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_9_DTREE,new-thyroid,1,_delaunay_max_solid_angle_9,DTREE,PCA,max_solid_angle,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_9_GNB,new-thyroid,1,_delaunay_max_solid_angle_9,GNB,PCA,max_solid_angle,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_9_LRG,new-thyroid,1,_delaunay_max_solid_angle_9,LRG,PCA,max_solid_angle,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_max_solid_angle_9_ABC,new-thyroid,1,_delaunay_max_solid_angle_9,ABC,PCA,max_solid_angle,9,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_max_solid_angle_9_MLP,new-thyroid,1,_delaunay_max_solid_angle_9,MLP,PCA,max_solid_angle,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_9_QDA,new-thyroid,1,_delaunay_max_solid_angle_9,QDA,PCA,max_solid_angle,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_max_solid_angle_9_SVM,new-thyroid,1,_delaunay_max_solid_angle_9,SVM,PCA,max_solid_angle,9,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_max_solid_angle_9_SGD,new-thyroid,1,_delaunay_max_solid_angle_9,SGD,PCA,max_solid_angle,9,0.03,0.14,0.93,0.06,0.10,0.08
new-thyroid__delaunay_PCA_min_solid_angle_1_RF,new-thyroid,1,_delaunay_min_solid_angle_1,RF,PCA,min_solid_angle,1,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_min_solid_angle_1_KNN,new-thyroid,1,_delaunay_min_solid_angle_1,KNN,PCA,min_solid_angle,1,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_1_DTREE,new-thyroid,1,_delaunay_min_solid_angle_1,DTREE,PCA,min_solid_angle,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_min_solid_angle_1_GNB,new-thyroid,1,_delaunay_min_solid_angle_1,GNB,PCA,min_solid_angle,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_min_solid_angle_1_LRG,new-thyroid,1,_delaunay_min_solid_angle_1,LRG,PCA,min_solid_angle,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_min_solid_angle_1_ABC,new-thyroid,1,_delaunay_min_solid_angle_1,ABC,PCA,min_solid_angle,1,0.07,0.14,0.88,0.09,0.13,0.12
new-thyroid__delaunay_PCA_min_solid_angle_1_MLP,new-thyroid,1,_delaunay_min_solid_angle_1,MLP,PCA,min_solid_angle,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_1_QDA,new-thyroid,1,_delaunay_min_solid_angle_1,QDA,PCA,min_solid_angle,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_min_solid_angle_1_SVM,new-thyroid,1,_delaunay_min_solid_angle_1,SVM,PCA,min_solid_angle,1,0.16,0.21,0.85,0.14,0.14,0.08
new-thyroid__delaunay_PCA_min_solid_angle_1_SGD,new-thyroid,1,_delaunay_min_solid_angle_1,SGD,PCA,min_solid_angle,1,0.14,0.12,1.00,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_4_RF,new-thyroid,1,_delaunay_min_solid_angle_4,RF,PCA,min_solid_angle,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_min_solid_angle_4_KNN,new-thyroid,1,_delaunay_min_solid_angle_4,KNN,PCA,min_solid_angle,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_4_DTREE,new-thyroid,1,_delaunay_min_solid_angle_4,DTREE,PCA,min_solid_angle,4,0.10,0.14,0.87,0.12,0.14,0.13
new-thyroid__delaunay_PCA_min_solid_angle_4_GNB,new-thyroid,1,_delaunay_min_solid_angle_4,GNB,PCA,min_solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_4_LRG,new-thyroid,1,_delaunay_min_solid_angle_4,LRG,PCA,min_solid_angle,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_min_solid_angle_4_ABC,new-thyroid,1,_delaunay_min_solid_angle_4,ABC,PCA,min_solid_angle,4,0.14,0.12,0.88,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_4_MLP,new-thyroid,1,_delaunay_min_solid_angle_4,MLP,PCA,min_solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_4_QDA,new-thyroid,1,_delaunay_min_solid_angle_4,QDA,PCA,min_solid_angle,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_4_SVM,new-thyroid,1,_delaunay_min_solid_angle_4,SVM,PCA,min_solid_angle,4,0.16,0.21,0.85,0.14,0.14,0.08
new-thyroid__delaunay_PCA_min_solid_angle_4_SGD,new-thyroid,1,_delaunay_min_solid_angle_4,SGD,PCA,min_solid_angle,4,0.04,0.14,0.94,0.06,0.10,0.08
new-thyroid__delaunay_PCA_min_solid_angle_9_RF,new-thyroid,1,_delaunay_min_solid_angle_9,RF,PCA,min_solid_angle,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_min_solid_angle_9_KNN,new-thyroid,1,_delaunay_min_solid_angle_9,KNN,PCA,min_solid_angle,9,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__delaunay_PCA_min_solid_angle_9_DTREE,new-thyroid,1,_delaunay_min_solid_angle_9,DTREE,PCA,min_solid_angle,9,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__delaunay_PCA_min_solid_angle_9_GNB,new-thyroid,1,_delaunay_min_solid_angle_9,GNB,PCA,min_solid_angle,9,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_9_LRG,new-thyroid,1,_delaunay_min_solid_angle_9,LRG,PCA,min_solid_angle,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_min_solid_angle_9_ABC,new-thyroid,1,_delaunay_min_solid_angle_9,ABC,PCA,min_solid_angle,9,0.10,0.12,0.87,0.11,0.12,0.11
new-thyroid__delaunay_PCA_min_solid_angle_9_MLP,new-thyroid,1,_delaunay_min_solid_angle_9,MLP,PCA,min_solid_angle,9,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_9_QDA,new-thyroid,1,_delaunay_min_solid_angle_9,QDA,PCA,min_solid_angle,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_min_solid_angle_9_SVM,new-thyroid,1,_delaunay_min_solid_angle_9,SVM,PCA,min_solid_angle,9,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_min_solid_angle_9_SGD,new-thyroid,1,_delaunay_min_solid_angle_9,SGD,PCA,min_solid_angle,9,0.15,0.16,0.86,0.14,0.16,0.12
new-thyroid__delaunay_PCA_solid_angle_1_RF,new-thyroid,1,_delaunay_solid_angle_1,RF,PCA,solid_angle,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_solid_angle_1_KNN,new-thyroid,1,_delaunay_solid_angle_1,KNN,PCA,solid_angle,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_solid_angle_1_DTREE,new-thyroid,1,_delaunay_solid_angle_1,DTREE,PCA,solid_angle,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_solid_angle_1_GNB,new-thyroid,1,_delaunay_solid_angle_1,GNB,PCA,solid_angle,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_solid_angle_1_LRG,new-thyroid,1,_delaunay_solid_angle_1,LRG,PCA,solid_angle,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_solid_angle_1_ABC,new-thyroid,1,_delaunay_solid_angle_1,ABC,PCA,solid_angle,1,0.15,0.14,0.87,0.14,0.16,0.12
new-thyroid__delaunay_PCA_solid_angle_1_MLP,new-thyroid,1,_delaunay_solid_angle_1,MLP,PCA,solid_angle,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_solid_angle_1_QDA,new-thyroid,1,_delaunay_solid_angle_1,QDA,PCA,solid_angle,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_solid_angle_1_SVM,new-thyroid,1,_delaunay_solid_angle_1,SVM,PCA,solid_angle,1,0.16,0.21,0.85,0.14,0.14,0.08
new-thyroid__delaunay_PCA_solid_angle_1_SGD,new-thyroid,1,_delaunay_solid_angle_1,SGD,PCA,solid_angle,1,0.14,0.12,0.98,0.13,0.13,0.11
new-thyroid__delaunay_PCA_solid_angle_4_RF,new-thyroid,1,_delaunay_solid_angle_4,RF,PCA,solid_angle,4,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_solid_angle_4_KNN,new-thyroid,1,_delaunay_solid_angle_4,KNN,PCA,solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_solid_angle_4_DTREE,new-thyroid,1,_delaunay_solid_angle_4,DTREE,PCA,solid_angle,4,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_solid_angle_4_GNB,new-thyroid,1,_delaunay_solid_angle_4,GNB,PCA,solid_angle,4,0.15,0.14,0.87,0.14,0.16,0.12
new-thyroid__delaunay_PCA_solid_angle_4_LRG,new-thyroid,1,_delaunay_solid_angle_4,LRG,PCA,solid_angle,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_solid_angle_4_ABC,new-thyroid,1,_delaunay_solid_angle_4,ABC,PCA,solid_angle,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_solid_angle_4_MLP,new-thyroid,1,_delaunay_solid_angle_4,MLP,PCA,solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_solid_angle_4_QDA,new-thyroid,1,_delaunay_solid_angle_4,QDA,PCA,solid_angle,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_solid_angle_4_SVM,new-thyroid,1,_delaunay_solid_angle_4,SVM,PCA,solid_angle,4,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_solid_angle_4_SGD,new-thyroid,1,_delaunay_solid_angle_4,SGD,PCA,solid_angle,4,0.15,0.14,0.86,0.13,0.14,0.10
