DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x68data,MLP,0.7457015805899527,6.0,0.9402271754085708,3.0,0.9330276317997248,5.0,0.9406331152052084,2.0,0.9442678277794558,1.0,0.9331295077016007,4.0,aspect_ratio,4,AUC
x66data,MLP,0.6674854934809811,6.0,0.7096558632270278,4.0,0.7095291135301249,5.0,0.71300341673096,3.0,0.7271551014321742,1.0,0.7149816196731089,2.0,aspect_ratio,4,AUC
x65data,MLP,0.5,4.0,0.5,4.0,0.5,4.0,0.5,4.0,0.5741379310344827,1.0,0.5,4.0,aspect_ratio,4,AUC
x64data,MLP,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,aspect_ratio,4,AUC
x63data,MLP,0.5838322851153039,6.0,0.6841726065688329,1.0,0.6838700209643604,2.0,0.6698700209643605,4.0,0.6730265548567436,3.0,0.6594032145352899,5.0,aspect_ratio,4,AUC
x60data,MLP,0.5,3.5,0.5,3.5,0.5,3.5,0.5,3.5,0.5,3.5,0.5,3.5,aspect_ratio,4,AUC
x50data,MLP,0.4993103448275862,6.0,0.8469267220072613,5.0,0.8552097431264596,4.0,0.8691506298259671,3.0,0.8744648609951081,1.0,0.8703257367855866,2.0,aspect_ratio,4,AUC
x4data,MLP,0.9870236749999564,6.0,0.9930841581880724,4.0,0.9964731116336404,1.0,0.9918846805733448,5.0,0.9941244835305061,3.0,0.9947493479278464,2.0,aspect_ratio,4,AUC
x48data,MLP,0.6565972222222223,6.0,0.9152777777777776,4.5,0.9152777777777776,4.5,0.9357638888888888,3.0,0.9524305555555556,2.0,0.9552083333333334,1.0,aspect_ratio,4,AUC
x45data,MLP,0.7239130434782608,6.0,0.7902992052360917,3.0,0.7924497428705003,2.0,0.7371785881252922,5.0,0.7621669004207573,4.0,0.8066152407667134,1.0,aspect_ratio,4,AUC
x39data,MLP,0.7554681647940076,6.0,0.9898748723186924,1.5,0.9898748723186924,1.5,0.9754553966632621,4.0,0.9675774599931904,5.0,0.9853549540347292,3.0,aspect_ratio,4,AUC
x38data,MLP,0.7,6.0,0.9139136904761904,2.0,0.9123263888888892,3.0,0.9107638888888888,4.0,0.902827380952381,5.0,0.9373263888888892,1.0,aspect_ratio,4,AUC
x35data,MLP,0.9958333333333332,2.5,0.9955400782013684,5.0,0.991373411534702,6.0,0.9958333333333332,2.5,0.9955409356725148,4.0,0.9991210920752516,1.0,aspect_ratio,4,AUC
x32data,MLP,0.9127684667908132,6.0,0.9699937926753568,5.0,0.99832712600869,2.0,0.9933302296710116,4.0,0.9983333333333334,1.0,0.997216014897579,3.0,aspect_ratio,4,AUC
x31data,MLP,0.5948913476874003,6.0,0.8043381180223286,2.0,0.7879236443381181,4.0,0.7921999601275916,3.0,0.7859389952153111,5.0,0.8063995215311005,1.0,aspect_ratio,4,AUC
x30data,MLP,0.7743792766373411,6.0,0.870230991542352,4.0,0.8971830507033873,3.0,0.9064069871222744,2.0,0.9108060266054656,1.0,0.8622270389731821,5.0,aspect_ratio,4,AUC
x20data,MLP,0.5020664354704651,6.0,0.7261792280084963,1.0,0.6893090863928616,4.0,0.7222039908413187,2.0,0.7209905292354921,3.0,0.6752090637827648,5.0,aspect_ratio,4,AUC
x1data,MLP,0.7010070257611241,6.0,0.8870960187353629,1.0,0.8837626854020296,2.0,0.8754293520686964,4.0,0.8780483996877441,3.0,0.8694769711163154,5.0,aspect_ratio,4,AUC
x18data,MLP,0.5,6.0,0.8797330850403476,1.0,0.7753786468032279,5.0,0.8272610180012414,4.0,0.8386530105524519,3.0,0.8683628181253878,2.0,aspect_ratio,4,AUC
appendicitis,MLP,0.6482352941176469,6.0,0.7261764705882352,4.0,0.6938235294117647,5.0,0.7594117647058822,1.0,0.7417647058823528,3.0,0.7497058823529411,2.0,aspect_ratio,4,AUC
autoUniv-au1-1000,MLP,0.593319670303484,6.0,0.5975040689509699,4.0,0.5939984033351582,5.0,0.6151509225828214,1.0,0.599704496625144,3.0,0.6081634893419338,2.0,aspect_ratio,4,AUC
climate-simulation-craches,MLP,0.5,6.0,0.7486621315192743,1.0,0.5785858585858586,5.0,0.7407441764584621,2.0,0.6649247577819006,3.0,0.6609461966604824,4.0,aspect_ratio,4,AUC
colon32,MLP,0.865,4.5,0.865,4.5,0.8699999999999999,3.0,0.89,1.5,0.89,1.5,0.845,6.0,aspect_ratio,4,AUC
fertility-diagnosis,MLP,0.4833333333333333,5.0,0.5107843137254902,4.0,0.5709150326797385,1.0,0.5163398692810457,3.0,0.5607843137254902,2.0,0.4604575163398693,6.0,aspect_ratio,4,AUC
habermans-survival,MLP,0.5428349673202615,4.0,0.6055228758169935,2.0,0.6194117647058823,1.0,0.5384395424836601,5.0,0.5674183006535948,3.0,0.53625,6.0,aspect_ratio,4,AUC
indian-liver-patient,MLP,0.5251015521213962,6.0,0.6276020813582825,5.0,0.6297156540600907,4.0,0.6357523294093103,2.0,0.6342690088083425,3.0,0.6494986055758558,1.0,aspect_ratio,4,AUC
ionosphere,MLP,0.9136581196581196,5.0,0.913811965811966,4.0,0.9210598290598292,2.0,0.9192820512820514,3.0,0.9118803418803421,6.0,0.9215042735042736,1.0,aspect_ratio,4,AUC
lsvt-voice-rehabilitation,MLP,0.5,3.5,0.5,3.5,0.5,3.5,0.5,3.5,0.5,3.5,0.5,3.5,aspect_ratio,4,AUC
ozone-eighthr,MLP,0.5,6.0,0.8088947646013768,1.0,0.7520773650899399,5.0,0.8005483844103931,2.0,0.8002022818121253,3.0,0.7882920830557407,4.0,aspect_ratio,4,AUC
ozone-onehr,MLP,0.5,6.0,0.8334668518374548,1.0,0.691777239070565,5.0,0.805784407959988,3.0,0.813028767436327,2.0,0.7515022628058793,4.0,aspect_ratio,4,AUC
parkinsons,MLP,0.5,6.0,0.5734099616858238,3.0,0.6345210727969348,1.0,0.6118773946360154,2.0,0.5311111111111112,5.0,0.5642911877394636,4.0,aspect_ratio,4,AUC
phoneme,MLP,0.8150511598677792,6.0,0.8430961851537461,2.0,0.8486726839087424,1.0,0.8415581114140199,3.0,0.8391850026329724,4.0,0.8373626819126156,5.0,aspect_ratio,4,AUC
pima-indians-diabetes,MLP,0.5777414395527602,6.0,0.6593619846261356,4.0,0.6709853249475891,1.0,0.6684793850454227,2.0,0.6541830887491266,5.0,0.6642550663871419,3.0,aspect_ratio,4,AUC
planning-relax,MLP,0.4817482517482518,3.0,0.4986013986013987,2.0,0.4714685314685314,4.0,0.4511888111888112,6.0,0.5153846153846154,1.0,0.4546853146853147,5.0,aspect_ratio,4,AUC
qsar-biodegradation,MLP,0.8341522918486136,6.0,0.8437469742515848,2.0,0.8359006677957433,5.0,0.8392474310290199,3.0,0.8391122836137528,4.0,0.8443175117853403,1.0,aspect_ratio,4,AUC
saheart,MLP,0.6101024590163935,6.0,0.6694979508196721,2.0,0.6594433060109289,5.0,0.672332650273224,1.0,0.6620423497267759,3.5,0.6620423497267758,3.5,aspect_ratio,4,AUC
seismic-bumps,MLP,0.5,6.0,0.6228953569520899,3.0,0.5706745732750974,4.0,0.6575757346055868,1.0,0.6516537627138173,2.0,0.5066919136407946,5.0,aspect_ratio,4,AUC
spambase,MLP,0.9254758311346498,6.0,0.9333947569739156,3.0,0.9322849227525152,4.0,0.9335710929904346,2.0,0.9259975828195456,5.0,0.9347275505205002,1.0,aspect_ratio,4,AUC
spectf-heart,MLP,0.5216821465428276,6.0,0.7395562435500516,5.0,0.7428586171310629,4.0,0.7467265221878225,3.0,0.7666728586171312,1.0,0.7533704850361197,2.0,aspect_ratio,4,AUC
statlog-german-credit,MLP,0.5,6.0,0.6223809523809523,3.0,0.6135714285714285,5.0,0.6314285714285713,1.0,0.6230952380952379,2.0,0.6183333333333334,4.0,aspect_ratio,4,AUC
statlog-german-credit-numeric,MLP,0.6921428571428573,6.0,0.7304761904761904,1.0,0.7221428571428572,4.0,0.7240476190476189,3.0,0.725,2.0,0.7207142857142858,5.0,aspect_ratio,4,AUC
thoracic-surgery,MLP,0.5,6.0,0.5267857142857142,2.5,0.5001785714285714,5.0,0.5266071428571429,4.0,0.5341071428571429,1.0,0.5267857142857142,2.5,aspect_ratio,4,AUC
thyroid-hypothyroid,MLP,0.8900525735556137,6.0,0.95003018878387,5.0,0.9554765805879328,3.0,0.9571366082458779,2.0,0.9577783998238364,1.0,0.9552496261947504,4.0,aspect_ratio,4,AUC
thyroid-sick-euthyroid,MLP,0.7743086851424581,6.0,0.9295007504220488,1.0,0.927322795520683,3.0,0.9288107083291756,2.0,0.9220094612234426,4.0,0.9104970502406036,5.0,aspect_ratio,4,AUC
vertebra-column-2c,MLP,0.8016666666666667,5.0,0.8173809523809524,3.0,0.8002380952380953,6.0,0.8278571428571428,2.0,0.8459523809523809,1.0,0.8100000000000002,4.0,aspect_ratio,4,AUC
wdbc,MLP,0.9021473154170502,6.0,0.9084411507806528,5.0,0.9164193819246226,1.0,0.9122067677382124,3.0,0.911806627880981,4.0,0.9139413353506052,2.0,aspect_ratio,4,AUC
wholesale-channel,MLP,0.8580619799059308,6.0,0.879960479808522,3.0,0.8854002115165178,1.0,0.8732655645542847,5.0,0.8841532381509003,2.0,0.8780839664913305,4.0,aspect_ratio,4,AUC
wilt,MLP,0.8336965811677202,6.0,0.9423642275765576,3.0,0.9406602071356912,4.0,0.9400045887425824,5.0,0.9477763903089992,1.0,0.947313203508924,2.0,aspect_ratio,4,AUC
