-3.038750270301360593e-02 -8.932744839932092035e-03 6.879840572874189319e-02
-1.338983727989290495e-01 7.533224603984774170e-02 -4.885955476180527807e-02
2.185798821359616340e-01 -5.450011514781110539e-02 6.857588559625329983e-03
2.420942289802459901e-01 9.330817693220406356e-03 4.519236407926633531e-02
1.294830492734808658e-01 1.255604037596093131e-03 -1.014440117672323338e-01
1.583156101709690955e-01 -1.241178175449492854e-02 -1.213031556232420025e-02
-5.487570445769133359e-02 8.562052825973320846e-02 -4.929477768658224041e-02
3.658858051996881633e-01 2.727074814801973279e-02 8.210450867197241487e-02
2.574521655522580832e-01 4.556628847603550023e-04 8.040213447101370037e-02
2.146213385143985464e-01 7.231355622386972937e-02 5.617976613712624342e-03
2.726392341443092393e-01 -3.285168445748150399e-03 3.429360017504372998e-02
-1.096255793268421236e-02 -4.170204743448393397e-02 -9.674152863885149278e-02
6.938659169701245910e-02 5.757622397088561078e-02 -7.195930439159693714e-02
1.782839503541643056e-01 -8.447427139463534879e-03 8.978413622085954990e-03
1.730218948521799471e-01 -4.946033920944748613e-02 -4.770352297452195439e-02
1.214350506560006315e-01 3.905770590986815116e-02 4.025027793435616980e-02
1.907904258555664923e-01 -2.586174659442024015e-02 -2.410096488993739017e-02
8.171233394042803910e-02 4.587304220269364761e-03 -1.015238540359570257e-01
5.165480715488121599e-02 1.147912395368704125e-01 3.103351457409432232e-02
-3.723365336598716269e-02 -1.011704597225668439e-01 -8.283464213696777045e-02
-3.496836180441249831e-02 9.715959873442080175e-02 8.467206989964658204e-02
2.496746844368599727e-01 -3.693062103459410217e-02 1.842961249795817876e-03
6.802734221301662276e-02 8.247539187403059302e-02 -6.793281762918079378e-03
1.694479915478318832e-01 -3.706619455494615523e-02 -5.293251247672015047e-02
2.141338046964254976e-02 -1.041008673823083097e-01 -1.635838254112023382e-01
-7.047497875757433028e-02 1.300901412978003324e-01 7.337465122401524986e-02
6.554057726562945163e-02 9.069663593680213354e-02 -3.562559568376220953e-02
1.411318174647452628e-01 3.167900583687525279e-02 1.113292869103381932e-01
4.780935098031910413e-02 9.247755593064350965e-02 -2.833635533729679176e-02
1.007539291516344748e-01 -1.412890951019140327e-02 1.386568909993503018e-01
1.719219824167081134e-01 8.585218504370888126e-02 1.502388322026617859e-02
1.339660198305170358e-01 3.900711808070554676e-02 -3.300604484743006189e-02
-7.020275600044421915e-02 1.254381351913333997e-01 3.176952064987252633e-02
-5.720036343629847364e-02 1.261674658608746280e-01 7.378856219700956690e-03
3.709553050767007421e-02 -4.514107709678488733e-02 1.419976479379125162e-02
3.286163489813238164e-02 4.443680220937995529e-02 1.528451323662050228e-02
-1.561368915842927321e-02 9.445659646236598261e-02 1.401759427132147906e-01
1.774369524187862368e-01 -9.144288390024886068e-03 -4.787536369870160069e-02
2.046188965732468057e-01 8.523733018518896143e-02 7.840931140715273751e-02
1.894878586804642218e-01 6.482826861387562534e-03 -2.652559185523224380e-02
3.115638243735092683e-01 -3.262026302111053350e-02 -4.765779307516858354e-02
1.821872856868892165e-01 -1.708421445014229531e-02 1.052635058181764366e-01
-3.887520181274826264e-02 1.414243651231820442e-01 1.145702774894677032e-03
1.638851065617822900e-01 -6.819216232728426974e-02 -5.839742208705286930e-02
4.023386616037200048e-02 -2.672198951073824491e-02 -8.183514531493282784e-02
-7.454345722083705050e-02 -9.875995694202945041e-02 -1.300205346105917092e-01
-1.051002964582640337e-01 -1.639356514785087274e-02 -1.205333928900144541e-01
-1.949292966908786409e-02 -1.010536200162656939e-01 -9.853180251481354068e-02
1.248959375086997198e-01 -1.468619688040713640e-02 1.392445300183163259e-01
-5.388528299049145931e-02 -2.203799456423844172e-01 -1.530140459459682634e-01
2.037504602195077397e-01 -1.144041978475923878e-02 8.198964216296344976e-02
1.782755978106594641e-01 4.994964673113788667e-02 2.378323486474378037e-02
2.416156383953843578e-01 -1.836844420836765066e-02 5.417607490376946666e-02
3.469779646943266793e-01 -7.253820786863791892e-02 4.852855301707053454e-02
