MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA,AUC
PCA,x30data,_SMOTE,SGD,NONE,NONE,0.948,0.934,0.7280000000000001,0.938,0.8140000000000001,0.68,0.8304789833822092
PCA,x30data,_SMOTE,SVM,NONE,NONE,0.9559999999999998,0.95,0.8380000000000001,0.9520000000000001,0.89,0.8059999999999998,0.8945554422202389
PCA,x31data,_SMOTE,ABC,NONE,NONE,0.8960000000000001,0.8619999999999999,0.602,0.8740000000000001,0.7100000000000001,0.52,0.7308931419457736
PCA,x31data,_SMOTE,DTREE,NONE,NONE,0.8960000000000001,0.8640000000000001,0.5800000000000001,0.8740000000000001,0.6980000000000002,0.502,0.7220673843700159
PCA,x31data,_SMOTE,GNB,NONE,NONE,0.8959999999999999,0.228,0.8640000000000001,0.25,0.364,0.132,0.5465679824561402
PCA,x31data,_SMOTE,KNN,NONE,NONE,0.9159999999999999,0.8880000000000001,0.7440000000000001,0.9,0.8079999999999999,0.6679999999999999,0.8144926236044657
PCA,x31data,_SMOTE,LRG,NONE,NONE,0.914,0.882,0.726,0.8959999999999999,0.7979999999999999,0.648,0.8043161881977673
PCA,x31data,_SMOTE,MLP,NONE,NONE,0.9159999999999999,0.8859999999999999,0.728,0.8960000000000001,0.7959999999999999,0.6460000000000001,0.8043381180223286
PCA,x31data,_SMOTE,QDA,NONE,NONE,0.8399999999999999,0.6519999999999999,0.368,0.6660000000000001,0.308,0.128,0.511537081339713
PCA,x31data,_SMOTE,RF,NONE,NONE,0.918,0.918,0.624,0.918,0.7440000000000001,0.578,0.7714533492822966
PCA,x31data,_SMOTE,SGD,NONE,NONE,0.91,0.8019999999999999,0.6120000000000001,0.8240000000000001,0.6759999999999999,0.478,0.7064324162679425
PCA,x31data,_SMOTE,SVM,NONE,NONE,0.912,0.8720000000000001,0.7240000000000001,0.8880000000000001,0.792,0.6359999999999999,0.7980003987240829
PCA,x32data,_SMOTE,ABC,NONE,NONE,0.99,0.986,0.93,0.988,0.958,0.922,0.9594444444444444
PCA,x32data,_SMOTE,DTREE,NONE,NONE,0.982,0.98,0.9,0.982,0.938,0.8879999999999999,0.939993792675357
PCA,x32data,_SMOTE,GNB,NONE,NONE,0.9420000000000001,0.912,0.86,0.922,0.884,0.7879999999999999,0.8871166977032898
PCA,x32data,_SMOTE,KNN,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x32data,_SMOTE,LRG,NONE,NONE,0.9540000000000001,0.938,0.884,0.9440000000000001,0.9079999999999999,0.8340000000000001,0.9116014897579144
PCA,x32data,_SMOTE,MLP,NONE,NONE,0.9940000000000001,0.988,0.95,0.99,0.97,0.94,0.9699937926753568
PCA,x32data,_SMOTE,QDA,NONE,NONE,0.97,0.9620000000000001,0.8800000000000001,0.966,0.914,0.8480000000000001,0.92052451893234
PCA,x32data,_SMOTE,RF,NONE,NONE,0.996,0.9940000000000001,0.97,0.996,0.982,0.968,0.9827777777777778
PCA,x32data,_SMOTE,SGD,NONE,NONE,0.956,0.936,0.924,0.946,0.93,0.8699999999999999,0.9310676598386096
PCA,x32data,_SMOTE,SVM,NONE,NONE,0.9520000000000001,0.934,0.8620000000000001,0.94,0.8939999999999999,0.8100000000000002,0.8988175046554934
PCA,x35data,_SMOTE,ABC,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9955400782013684
PCA,x35data,_SMOTE,DTREE,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9955400782013684
PCA,x35data,_SMOTE,GNB,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9952476805405498
PCA,x35data,_SMOTE,KNN,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9955400782013688
PCA,x35data,_SMOTE,LRG,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9955400782013684
PCA,x35data,_SMOTE,MLP,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9955400782013684
PCA,x35data,_SMOTE,QDA,NONE,NONE,1.0,1.0,0.9840000000000001,1.0,0.992,0.9840000000000001,0.991373411534702
PCA,x35data,_SMOTE,RF,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9955400782013684
PCA,x35data,_SMOTE,SGD,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9952468230694038
PCA,x35data,_SMOTE,SVM,NONE,NONE,1.0,1.0,0.992,1.0,0.996,0.992,0.9952468230694038
PCA,x38data,_SMOTE,ABC,NONE,NONE,0.9840000000000001,0.986,0.8099999999999999,0.98,0.8859999999999999,0.8059999999999998,0.8968501984126984
PCA,x38data,_SMOTE,DTREE,NONE,NONE,0.97,0.966,0.8560000000000001,0.966,0.904,0.8340000000000001,0.9107638888888888
PCA,x38data,_SMOTE,GNB,NONE,NONE,0.982,0.976,0.9520000000000001,0.976,0.96,0.932,0.963938492063492
PCA,x38data,_SMOTE,KNN,NONE,NONE,0.972,0.97,0.8560000000000001,0.97,0.9079999999999999,0.836,0.912375992063492
PCA,x38data,_SMOTE,LRG,NONE,NONE,0.976,0.966,0.904,0.968,0.932,0.8740000000000001,0.9341517857142858
PCA,x38data,_SMOTE,MLP,NONE,NONE,0.978,0.9740000000000001,0.8560000000000001,0.972,0.91,0.8399999999999999,0.9139136904761904
PCA,x38data,_SMOTE,QDA,NONE,NONE,0.9559999999999998,0.958,0.716,0.9540000000000001,0.7340000000000001,0.6839999999999999,0.8357390873015873
PCA,x38data,_SMOTE,RF,NONE,NONE,0.9840000000000001,0.9840000000000001,0.7619999999999999,0.978,0.8459999999999999,0.758,0.8734126984126984
PCA,x38data,_SMOTE,SGD,NONE,NONE,0.9740000000000001,0.9440000000000002,0.8059999999999998,0.95,0.868,0.762,0.8749255952380952
PCA,x38data,_SMOTE,SVM,NONE,NONE,0.978,0.968,0.9520000000000001,0.97,0.958,0.92,0.9591765873015874
PCA,x39data,_SMOTE,ABC,NONE,NONE,0.996,0.996,1.0,0.996,0.996,0.996,0.9977400408580184
PCA,x39data,_SMOTE,DTREE,NONE,NONE,0.994,0.994,0.968,0.994,0.978,0.966,0.9810733741913518
PCA,x39data,_SMOTE,GNB,NONE,NONE,0.9540000000000001,0.8699999999999999,0.9540000000000001,0.902,0.91,0.826,0.9135801838610828
PCA,x39data,_SMOTE,KNN,NONE,NONE,0.9840000000000001,0.982,0.93,0.982,0.9520000000000001,0.9159999999999999,0.9554553966632616
PCA,x39data,_SMOTE,LRG,NONE,NONE,0.9740000000000001,0.9520000000000001,0.998,0.9559999999999998,0.972,0.9420000000000001,0.9729954034729316
PCA,x39data,_SMOTE,MLP,NONE,NONE,0.986,0.982,1.0,0.982,0.986,0.978,0.9898748723186924
PCA,x39data,_SMOTE,QDA,NONE,NONE,0.988,0.988,0.9,0.988,0.938,0.8939999999999999,0.9432703438883214
PCA,x39data,_SMOTE,RF,NONE,NONE,0.998,0.998,1.0,0.998,0.998,0.998,0.9988636363636364
PCA,x39data,_SMOTE,SGD,NONE,NONE,0.976,0.966,1.0,0.966,0.98,0.958,0.9808605720122576
PCA,x39data,_SMOTE,SVM,NONE,NONE,0.968,0.934,0.998,0.9440000000000001,0.964,0.924,0.9639811031664964
PCA,x45data,_SMOTE,ABC,NONE,NONE,0.946,0.918,0.4720000000000001,0.928,0.5760000000000001,0.4320000000000001,0.6925432445067787
PCA,x45data,_SMOTE,DTREE,NONE,NONE,0.946,0.92,0.52,0.93,0.604,0.47,0.7175783076203833
PCA,x45data,_SMOTE,GNB,NONE,NONE,0.964,0.968,0.568,0.966,0.648,0.5519999999999999,0.7674497428705003
PCA,x45data,_SMOTE,KNN,NONE,NONE,0.95,0.8939999999999999,0.61,0.912,0.6460000000000001,0.53,0.751367461430575
PCA,x45data,_SMOTE,LRG,NONE,NONE,0.972,0.98,0.568,0.976,0.6559999999999999,0.562,0.7739130434782608
PCA,x45data,_SMOTE,MLP,NONE,NONE,0.97,0.966,0.616,0.966,0.748,0.6040000000000001,0.7902992052360917
PCA,x45data,_SMOTE,QDA,NONE,NONE,0.76,0.7619999999999999,0.608,0.7539999999999999,0.47,0.386,0.6838359046283311
PCA,x45data,_SMOTE,RF,NONE,NONE,0.958,0.9540000000000001,0.52,0.956,0.6199999999999999,0.4980000000000001,0.7359630668536701
PCA,x45data,_SMOTE,SGD,NONE,NONE,0.964,0.8139999999999998,0.61,0.8299999999999998,0.638,0.442,0.7109280037400654
PCA,x45data,_SMOTE,SVM,NONE,NONE,0.972,0.98,0.568,0.976,0.6559999999999999,0.562,0.7739130434782608
PCA,x48data,_SMOTE,ABC,NONE,NONE,0.978,0.974,0.728,0.976,0.836,0.7240000000000001,0.8513888888888891
PCA,x48data,_SMOTE,DTREE,NONE,NONE,0.976,0.974,0.618,0.974,0.7659999999999999,0.616,0.7965277777777778
PCA,x48data,_SMOTE,GNB,NONE,NONE,0.978,0.898,0.954,0.9280000000000002,0.924,0.8480000000000001,0.9239583333333334
PCA,x48data,_SMOTE,KNN,NONE,NONE,0.9840000000000001,0.974,0.91,0.9759999999999998,0.9420000000000001,0.8939999999999999,0.9427083333333331
PCA,x48data,_SMOTE,LRG,NONE,NONE,0.98,0.946,0.978,0.9559999999999998,0.962,0.922,0.9614583333333334
PCA,x48data,_SMOTE,MLP,NONE,NONE,0.98,0.968,0.8640000000000001,0.972,0.912,0.8420000000000001,0.9152777777777776
PCA,x48data,_SMOTE,QDA,NONE,NONE,0.968,0.8780000000000001,0.6839999999999999,0.912,0.762,0.5920000000000001,0.7815972222222222
PCA,x48data,_SMOTE,RF,NONE,NONE,0.9840000000000001,0.982,0.7260000000000001,0.982,0.8320000000000001,0.7240000000000001,0.8541666666666667
PCA,x48data,_SMOTE,SGD,NONE,NONE,0.98,0.9420000000000001,0.976,0.95,0.9540000000000001,0.91,0.95625
PCA,x48data,_SMOTE,SVM,NONE,NONE,0.98,0.932,1.0,0.95,0.9620000000000001,0.922,0.9649305555555556
PCA,x4data,_SMOTE,ABC,NONE,NONE,0.98,0.98,0.9540000000000001,0.98,0.968,0.938,0.9682316080009492
PCA,x4data,_SMOTE,DTREE,NONE,NONE,0.99,0.99,0.964,0.99,0.978,0.956,0.9773777294794606
PCA,x4data,_SMOTE,GNB,NONE,NONE,0.91,0.8960000000000001,0.63,0.902,0.7440000000000001,0.5700000000000001,0.7629041142818097
PCA,x4data,_SMOTE,KNN,NONE,NONE,1.0,1.0,1.0,1.0,1.0,0.9940000000000001,0.99734958634713
PCA,x4data,_SMOTE,LRG,NONE,NONE,0.954,0.9440000000000001,0.8740000000000001,0.9440000000000001,0.9059999999999999,0.828,0.9083181346214899
PCA,x4data,_SMOTE,MLP,NONE,NONE,0.998,0.998,0.99,0.998,0.994,0.988,0.9930841581880724
PCA,x4data,_SMOTE,QDA,NONE,NONE,0.99,0.99,0.966,0.99,0.978,0.958,0.9786825090725676
PCA,x4data,_SMOTE,RF,NONE,NONE,1.0,1.0,0.978,1.0,0.99,0.978,0.9874261907487016
PCA,x4data,_SMOTE,SGD,NONE,NONE,0.956,0.934,0.898,0.9399999999999998,0.918,0.8440000000000001,0.9164552137023044
PCA,x4data,_SMOTE,SVM,NONE,NONE,0.964,0.956,0.912,0.956,0.932,0.8779999999999999,0.9343833101433359
PCA,x50data,_SMOTE,ABC,NONE,NONE,0.972,0.9520000000000001,0.608,0.96,0.7579999999999999,0.5959999999999999,0.7799916477747286
PCA,x50data,_SMOTE,DTREE,NONE,NONE,0.97,0.956,0.552,0.964,0.7240000000000001,0.546,0.7548673018903302
PCA,x50data,_SMOTE,GNB,NONE,NONE,0.978,0.8059999999999999,0.91,0.8720000000000001,0.8539999999999999,0.718,0.8584362588848927
PCA,x50data,_SMOTE,KNN,NONE,NONE,0.9740000000000001,0.946,0.6920000000000001,0.956,0.8039999999999999,0.6659999999999999,0.8187108595973888
PCA,x50data,_SMOTE,LRG,NONE,NONE,0.98,0.934,0.8320000000000001,0.95,0.8779999999999999,0.78,0.8821940784427362
PCA,x50data,_SMOTE,MLP,NONE,NONE,0.978,0.946,0.748,0.96,0.8380000000000001,0.72,0.8469267220072613
PCA,x50data,_SMOTE,QDA,NONE,NONE,0.9540000000000001,0.934,0.104,0.9420000000000001,0.172,0.08199999999999999,0.5204314180033067
PCA,x50data,_SMOTE,RF,NONE,NONE,0.978,0.972,0.5800000000000001,0.9740000000000001,0.748,0.584,0.7774372304702813
PCA,x50data,_SMOTE,SGD,NONE,NONE,0.978,0.9159999999999999,0.8320000000000001,0.938,0.868,0.76,0.8718623757819559
PCA,x50data,_SMOTE,SVM,NONE,NONE,0.976,0.912,0.86,0.936,0.8800000000000001,0.784,0.8850933233333903
PCA,x60data,_SMOTE,ABC,NONE,NONE,0.772,0.77,0.7240000000000001,0.772,0.7440000000000001,0.5539999999999999,0.7482275132275132
PCA,x60data,_SMOTE,DTREE,NONE,NONE,0.7440000000000001,0.742,0.696,0.7399999999999999,0.71,0.514,0.7195105820105819
PCA,x60data,_SMOTE,GNB,NONE,NONE,0.716,0.5840000000000001,0.708,0.5740000000000001,0.6,0.36,0.6452645502645502
PCA,x60data,_SMOTE,KNN,NONE,NONE,0.8200000000000001,0.8140000000000001,0.7979999999999999,0.8119999999999999,0.8039999999999999,0.648,0.8055489417989419
PCA,x60data,_SMOTE,LRG,NONE,NONE,0.412,0.644,0.35600000000000004,0.502,0.0,0.0,0.5
PCA,x60data,_SMOTE,MLP,NONE,NONE,0.412,0.644,0.35600000000000004,0.502,0.0,0.0,0.5
PCA,x60data,_SMOTE,QDA,NONE,NONE,0.726,0.6399999999999999,0.7120000000000001,0.642,0.6579999999999999,0.43799999999999994,0.676494708994709
PCA,x60data,_SMOTE,RF,NONE,NONE,0.79,0.7839999999999999,0.716,0.7779999999999999,0.7340000000000001,0.546,0.7497883597883598
PCA,x60data,_SMOTE,SGD,NONE,NONE,0.35600000000000004,0.588,0.412,0.4400000000000001,0.0,0.0,0.5
PCA,x60data,_SMOTE,SVM,NONE,NONE,0.412,0.644,0.35600000000000004,0.502,0.0,0.0,0.5
PCA,x63data,_SMOTE,ABC,NONE,NONE,0.638,0.632,0.5740000000000001,0.63,0.5920000000000001,0.35400000000000004,0.6008518518518519
PCA,x63data,_SMOTE,DTREE,NONE,NONE,0.638,0.62,0.58,0.624,0.588,0.35200000000000004,0.6003473095737247
PCA,x63data,_SMOTE,GNB,NONE,NONE,0.662,0.66,0.5960000000000001,0.6579999999999999,0.6120000000000001,0.382,0.6272243186582809
PCA,x63data,_SMOTE,KNN,NONE,NONE,0.67,0.636,0.6399999999999999,0.6439999999999999,0.634,0.406,0.6372955974842768
PCA,x63data,_SMOTE,LRG,NONE,NONE,0.642,0.6639999999999999,0.4940000000000001,0.6340000000000001,0.504,0.266,0.5799783368273934
PCA,x63data,_SMOTE,MLP,NONE,NONE,0.7120000000000001,0.7,0.6639999999999999,0.7020000000000001,0.6779999999999999,0.466,0.6841726065688329
PCA,x63data,_SMOTE,QDA,NONE,NONE,0.66,0.654,0.6020000000000001,0.6559999999999999,0.616,0.384,0.6276149545772188
PCA,x63data,_SMOTE,RF,NONE,NONE,0.6839999999999999,0.6839999999999999,0.604,0.6839999999999999,0.628,0.4,0.6447386443046821
PCA,x63data,_SMOTE,SGD,NONE,NONE,0.55,0.484,0.6100000000000001,0.4,0.33399999999999996,0.15599999999999994,0.5478259958071279
PCA,x63data,_SMOTE,SVM,NONE,NONE,0.5740000000000001,0.638,0.39799999999999996,0.5619999999999999,0.308,0.10799999999999997,0.5167917540181691
PCA,x64data,_SMOTE,ABC,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,DTREE,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,GNB,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,KNN,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,LRG,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,MLP,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,QDA,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,SGD,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x64data,_SMOTE,SVM,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCA,x65data,_SMOTE,ABC,NONE,NONE,0.82,0.8079999999999999,0.7879999999999999,0.8099999999999999,0.7959999999999999,0.638,0.798768472906404
PCA,x65data,_SMOTE,DTREE,NONE,NONE,0.8119999999999999,0.7879999999999999,0.78,0.7939999999999999,0.78,0.6140000000000001,0.7850985221674878
PCA,x65data,_SMOTE,GNB,NONE,NONE,0.7819999999999998,0.6399999999999999,0.7819999999999999,0.642,0.6799999999999999,0.45799999999999996,0.7107142857142856
PCA,x65data,_SMOTE,KNN,NONE,NONE,0.7959999999999999,0.75,0.794,0.758,0.7659999999999999,0.594,0.7719211822660099
PCA,x65data,_SMOTE,LRG,NONE,NONE,0.4480000000000001,0.67,0.33,0.5379999999999999,0.0,0.0,0.5
PCA,x65data,_SMOTE,MLP,NONE,NONE,0.4480000000000001,0.67,0.33,0.5379999999999999,0.0,0.0,0.5
PCA,x65data,_SMOTE,QDA,NONE,NONE,0.772,0.672,0.7739999999999999,0.6799999999999999,0.708,0.5,0.7241379310344828
PCA,x65data,_SMOTE,RF,NONE,NONE,0.8200000000000001,0.8100000000000002,0.784,0.8140000000000001,0.794,0.64,0.7990147783251231
PCA,x65data,_SMOTE,SGD,NONE,NONE,0.52,0.5900000000000001,0.5820000000000001,0.502,0.27,0.18,0.5857142857142857
PCA,x65data,_SMOTE,SVM,NONE,NONE,0.4480000000000001,0.67,0.33,0.5379999999999999,0.0,0.0,0.5
PCA,x66data,_SMOTE,ABC,NONE,NONE,0.736,0.726,0.638,0.732,0.674,0.46,0.6828812702199804
PCA,x66data,_SMOTE,DTREE,NONE,NONE,0.708,0.6940000000000001,0.606,0.6979999999999998,0.642,0.416,0.6501747265642728
PCA,x66data,_SMOTE,GNB,NONE,NONE,0.748,0.318,0.718,0.192,0.206,0.04,0.5176237187258901
PCA,x66data,_SMOTE,KNN,NONE,NONE,0.732,0.7020000000000001,0.664,0.7120000000000001,0.682,0.466,0.683856108298053
PCA,x66data,_SMOTE,LRG,NONE,NONE,0.7559999999999999,0.758,0.63,0.7559999999999999,0.6779999999999999,0.466,0.6951877905355904
PCA,x66data,_SMOTE,MLP,NONE,NONE,0.758,0.7440000000000001,0.6759999999999999,0.748,0.7020000000000001,0.4980000000000001,0.7096558632270278
PCA,x66data,_SMOTE,QDA,NONE,NONE,0.6460000000000001,0.62,0.4159999999999999,0.5279999999999999,0.22400000000000006,0.07200000000000001,0.5168204303654671
PCA,x66data,_SMOTE,RF,NONE,NONE,0.754,0.758,0.6339999999999999,0.758,0.6779999999999999,0.468,0.6963642611238257
PCA,x66data,_SMOTE,SGD,NONE,NONE,0.7440000000000001,0.7559999999999999,0.544,0.7340000000000001,0.5880000000000001,0.36200000000000004,0.6499457342729884
PCA,x66data,_SMOTE,SVM,NONE,NONE,0.75,0.764,0.5619999999999999,0.748,0.6199999999999999,0.392,0.6641983648964931
PCA,x68data,_SMOTE,ABC,NONE,NONE,0.964,0.964,0.946,0.964,0.9520000000000001,0.91,0.9520829155340784
PCA,x68data,_SMOTE,DTREE,NONE,NONE,0.95,0.946,0.932,0.948,0.94,0.8860000000000001,0.9402271754085708
PCA,x68data,_SMOTE,GNB,NONE,NONE,0.8400000000000001,0.8140000000000001,0.7959999999999999,0.8220000000000001,0.8059999999999999,0.6519999999999999,0.8059700057048893
PCA,x68data,_SMOTE,KNN,NONE,NONE,0.922,0.91,0.9159999999999999,0.912,0.914,0.8340000000000001,0.9133558508674786
PCA,x68data,_SMOTE,LRG,NONE,NONE,0.6980000000000001,0.748,0.28200000000000003,0.648,0.13199999999999998,0.034,0.5145268566059265
PCA,x68data,_SMOTE,MLP,NONE,NONE,0.948,0.946,0.934,0.946,0.94,0.884,0.9402271754085708
PCA,x68data,_SMOTE,QDA,NONE,NONE,0.986,0.986,0.966,0.986,0.9740000000000001,0.9540000000000001,0.9753090976207256
PCA,x68data,_SMOTE,RF,NONE,NONE,0.978,0.978,0.966,0.978,0.97,0.9440000000000001,0.9713594348803652
PCA,x68data,_SMOTE,SGD,NONE,NONE,0.672,0.5740000000000001,0.53,0.47200000000000003,0.21600000000000005,0.106,0.5515382798080473
PCA,x68data,_SMOTE,SVM,NONE,NONE,0.55,0.74,0.26,0.63,0.0,0.0,0.5
PCA,x69data,_SMOTE,ABC,NONE,NONE,0.774,0.758,0.68,0.764,0.71,0.508,0.7166543910869492
PCA,x69data,_SMOTE,DTREE,NONE,NONE,0.7699999999999999,0.75,0.6579999999999999,0.758,0.6980000000000001,0.4900000000000001,0.7039956374374979
PCA,x69data,_SMOTE,GNB,NONE,NONE,0.7759999999999999,0.72,0.7140000000000001,0.7340000000000001,0.716,0.514,0.7178445249840599
PCA,x69data,_SMOTE,KNN,NONE,NONE,0.764,0.7020000000000001,0.6940000000000001,0.718,0.698,0.488,0.6985189838585188
PCA,x69data,_SMOTE,LRG,NONE,NONE,0.6779999999999999,0.688,0.45399999999999996,0.682,0.512,0.27,0.5707368368066043
PCA,x69data,_SMOTE,MLP,NONE,NONE,0.76,0.736,0.6460000000000001,0.742,0.6799999999999999,0.47,0.6898290748011678
PCA,x69data,_SMOTE,QDA,NONE,NONE,0.8340000000000001,0.784,0.8140000000000001,0.7939999999999999,0.8,0.634,0.7992967884828351
PCA,x69data,_SMOTE,RF,NONE,NONE,0.79,0.784,0.6759999999999999,0.7859999999999999,0.72,0.524,0.7291485553206484
PCA,x69data,_SMOTE,SGD,NONE,NONE,0.636,0.7,0.41,0.648,0.29800000000000004,0.17,0.5559279640256385
PCA,x69data,_SMOTE,SVM,NONE,NONE,0.5539999999999999,0.7440000000000001,0.256,0.634,0.0,0.0,0.5
PCA,x70data,_SMOTE,ABC,NONE,NONE,0.758,0.742,0.626,0.746,0.672,0.46,0.6839466287644277
PCA,x70data,_SMOTE,DTREE,NONE,NONE,0.748,0.7379999999999999,0.596,0.7440000000000001,0.6519999999999999,0.43,0.6670826030467122
PCA,x70data,_SMOTE,GNB,NONE,NONE,0.7619999999999999,0.71,0.6759999999999999,0.726,0.6920000000000001,0.482,0.6939041050101296
PCA,x70data,_SMOTE,KNN,NONE,NONE,0.726,0.688,0.6000000000000001,0.7020000000000001,0.634,0.408,0.6433810599256489
PCA,x70data,_SMOTE,LRG,NONE,NONE,0.716,0.708,0.542,0.7120000000000001,0.5980000000000001,0.3700000000000001,0.6251247663809465
PCA,x70data,_SMOTE,MLP,NONE,NONE,0.7659999999999999,0.7299999999999999,0.674,0.7440000000000001,0.6960000000000001,0.49200000000000005,0.7026387689910855
PCA,x70data,_SMOTE,QDA,NONE,NONE,0.8459999999999999,0.7879999999999999,0.8400000000000001,0.7979999999999999,0.8099999999999999,0.6539999999999999,0.8127228282511197
PCA,x70data,_SMOTE,RF,NONE,NONE,0.7559999999999999,0.764,0.5720000000000001,0.758,0.638,0.416,0.6679593829841037
PCA,x70data,_SMOTE,SGD,NONE,NONE,0.708,0.612,0.568,0.5820000000000001,0.43799999999999994,0.256,0.5906893905703647
PCA,x70data,_SMOTE,SVM,NONE,NONE,0.56,0.75,0.25,0.64,0.0,0.0,0.5
PCA,x71data,_SMOTE,ABC,NONE,NONE,0.94,0.94,0.8860000000000001,0.938,0.9079999999999999,0.836,0.9123484848484849
PCA,x71data,_SMOTE,DTREE,NONE,NONE,0.926,0.92,0.866,0.9200000000000002,0.8879999999999999,0.7999999999999999,0.8932575757575758
PCA,x71data,_SMOTE,GNB,NONE,NONE,0.912,0.9079999999999999,0.85,0.9059999999999999,0.8720000000000001,0.77,0.8781060606060607
PCA,x71data,_SMOTE,KNN,NONE,NONE,0.964,0.9559999999999998,0.96,0.958,0.9559999999999998,0.918,0.958503787878788
PCA,x71data,_SMOTE,LRG,NONE,NONE,0.58,0.7619999999999999,0.23800000000000002,0.66,0.0,0.0,0.5
PCA,x71data,_SMOTE,MLP,NONE,NONE,0.9079999999999999,0.906,0.8240000000000001,0.904,0.8560000000000001,0.7499999999999999,0.8651704545454546
PCA,x71data,_SMOTE,QDA,NONE,NONE,0.948,0.9420000000000001,0.928,0.9440000000000001,0.934,0.8759999999999999,0.9361931818181818
PCA,x71data,_SMOTE,RF,NONE,NONE,0.9520000000000001,0.95,0.914,0.948,0.926,0.8720000000000001,0.931439393939394
PCA,x71data,_SMOTE,SGD,NONE,NONE,0.732,0.764,0.7939999999999999,0.7340000000000001,0.672,0.5760000000000001,0.7792045454545454
PCA,x71data,_SMOTE,SVM,NONE,NONE,0.58,0.7619999999999999,0.23800000000000002,0.66,0.0,0.0,0.5
PCA,x72data,_SMOTE,ABC,NONE,NONE,0.9559999999999998,0.9540000000000001,0.936,0.9559999999999998,0.946,0.9,0.9477489564698868
PCA,x72data,_SMOTE,DTREE,NONE,NONE,0.9540000000000001,0.95,0.9280000000000002,0.9520000000000001,0.94,0.8859999999999999,0.9412045319022064
PCA,x72data,_SMOTE,GNB,NONE,NONE,0.8759999999999999,0.736,0.9159999999999999,0.7559999999999999,0.8079999999999999,0.6439999999999999,0.8252042337507453
PCA,x72data,_SMOTE,KNN,NONE,NONE,0.946,0.936,0.964,0.94,0.95,0.9,0.9496124031007752
PCA,x72data,_SMOTE,LRG,NONE,NONE,0.812,0.8019999999999999,0.69,0.8059999999999999,0.7380000000000001,0.5539999999999999,0.7466249254621349
PCA,x72data,_SMOTE,MLP,NONE,NONE,0.95,0.9440000000000001,0.948,0.9440000000000001,0.9440000000000001,0.89,0.9455277280858676
PCA,x72data,_SMOTE,QDA,NONE,NONE,0.968,0.966,0.98,0.966,0.97,0.9440000000000001,0.9724105545617174
PCA,x72data,_SMOTE,RF,NONE,NONE,0.9740000000000001,0.972,0.96,0.972,0.966,0.93,0.9655933214072748
PCA,x72data,_SMOTE,SGD,NONE,NONE,0.8379999999999999,0.784,0.728,0.7859999999999999,0.728,0.532,0.7542397137745975
PCA,x72data,_SMOTE,SVM,NONE,NONE,0.7859999999999999,0.7219999999999999,0.716,0.738,0.718,0.518,0.7186285032796661
PCA,x73data,_SMOTE,ABC,NONE,NONE,0.902,0.8939999999999999,0.8420000000000001,0.898,0.8640000000000001,0.7540000000000001,0.8685935143288084
PCA,x73data,_SMOTE,DTREE,NONE,NONE,0.91,0.9,0.858,0.902,0.8779999999999999,0.7719999999999999,0.8788291855203622
PCA,x73data,_SMOTE,GNB,NONE,NONE,0.8859999999999999,0.86,0.858,0.868,0.86,0.736,0.8592929864253394
PCA,x73data,_SMOTE,KNN,NONE,NONE,0.9079999999999999,0.8939999999999999,0.8760000000000001,0.8960000000000001,0.8859999999999999,0.784,0.8846983408748115
PCA,x73data,_SMOTE,LRG,NONE,NONE,0.8759999999999999,0.858,0.8160000000000001,0.8619999999999999,0.836,0.698,0.8379411764705882
PCA,x73data,_SMOTE,MLP,NONE,NONE,0.8939999999999999,0.882,0.836,0.8859999999999999,0.8560000000000001,0.736,0.8584860482654599
PCA,x73data,_SMOTE,QDA,NONE,NONE,0.8880000000000001,0.8160000000000001,0.8620000000000001,0.82,0.826,0.6900000000000001,0.8375565610859729
PCA,x73data,_SMOTE,RF,NONE,NONE,0.9079999999999999,0.9,0.8420000000000001,0.902,0.868,0.76,0.8705542986425339
