,MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
218,PCA,contraceptive,_Borderline2,SGD,NONE,NONE,0.20600000000000002,0.264,0.764,0.16599999999999998,0.18600000000000005,0.08
219,PCA,contraceptive,_Borderline2,SVM,NONE,NONE,0.19,0.2280000000000001,0.774,0.084,0.024,0.0
220,PCA,dermatology,_Borderline2,ABC,NONE,NONE,0.21800000000000005,0.30599999999999994,0.884,0.228,0.25,0.21
221,PCA,dermatology,_Borderline2,DTREE,NONE,NONE,0.51,0.4940000000000001,0.938,0.4980000000000001,0.514,0.486
222,PCA,dermatology,_Borderline2,GNB,NONE,NONE,0.446,0.48200000000000004,0.92,0.454,0.506,0.458
223,PCA,dermatology,_Borderline2,KNN,NONE,NONE,0.506,0.4980000000000001,0.9359999999999999,0.5,0.512,0.4920000000000001
224,PCA,dermatology,_Borderline2,LRG,NONE,NONE,0.518,0.442,0.9280000000000002,0.46799999999999997,0.48200000000000004,0.4360000000000001
225,PCA,dermatology,_Borderline2,MLP,NONE,NONE,0.52,0.508,0.938,0.514,0.516,0.506
226,PCA,dermatology,_Borderline2,QDA,NONE,NONE,0.398,0.466,0.916,0.424,0.4779999999999999,0.4440000000000001
227,PCA,dermatology,_Borderline2,RF,NONE,NONE,0.518,0.514,0.938,0.514,0.5199999999999999,0.514
228,PCA,dermatology,_Borderline2,SGD,NONE,NONE,0.454,0.37,0.924,0.364,0.414,0.34600000000000003
229,PCA,dermatology,_Borderline2,SVM,NONE,NONE,0.106,0.17800000000000002,0.8379999999999999,0.07200000000000001,0.05600000000000002,0.016
230,PCA,glass,_Borderline2,ABC,NONE,NONE,0.238,0.362,0.784,0.27399999999999997,0.324,0.214
231,PCA,glass,_Borderline2,DTREE,NONE,NONE,0.28400000000000003,0.29200000000000004,0.8340000000000001,0.274,0.35600000000000004,0.242
232,PCA,glass,_Borderline2,GNB,NONE,NONE,0.3,0.33799999999999997,0.8640000000000001,0.29600000000000004,0.39,0.264
233,PCA,glass,_Borderline2,KNN,NONE,NONE,0.29,0.302,0.836,0.282,0.378,0.256
234,PCA,glass,_Borderline2,LRG,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
235,PCA,glass,_Borderline2,MLP,NONE,NONE,0.262,0.35600000000000004,0.8,0.294,0.34400000000000003,0.246
236,PCA,glass,_Borderline2,QDA,NONE,NONE,0.002,0.052000000000000005,0.948,0.004,0.0,0.0
237,PCA,glass,_Borderline2,RF,NONE,NONE,0.298,0.31,0.8300000000000001,0.29600000000000004,0.364,0.27
238,PCA,glass,_Borderline2,SGD,NONE,NONE,0.146,0.23,0.85,0.158,0.142,0.102
239,PCA,glass,_Borderline2,SVM,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
240,PCA,new-thyroid,_Borderline2,ABC,NONE,NONE,0.094,0.098,0.8639999999999999,0.086,0.106,0.08199999999999999
241,PCA,new-thyroid,_Borderline2,DTREE,NONE,NONE,0.10400000000000001,0.146,0.8720000000000001,0.12,0.142,0.132
242,PCA,new-thyroid,_Borderline2,GNB,NONE,NONE,0.132,0.128,0.8640000000000001,0.13,0.134,0.122
243,PCA,new-thyroid,_Borderline2,KNN,NONE,NONE,0.118,0.136,0.8719999999999999,0.126,0.136,0.132
244,PCA,new-thyroid,_Borderline2,LRG,NONE,NONE,0.168,0.228,0.8540000000000001,0.14400000000000002,0.14800000000000002,0.086
245,PCA,new-thyroid,_Borderline2,MLP,NONE,NONE,0.126,0.14400000000000002,0.868,0.134,0.14200000000000002,0.138
246,PCA,new-thyroid,_Borderline2,QDA,NONE,NONE,0.132,0.132,0.8640000000000001,0.132,0.138,0.124
247,PCA,new-thyroid,_Borderline2,RF,NONE,NONE,0.122,0.136,0.8699999999999999,0.128,0.136,0.132
248,PCA,new-thyroid,_Borderline2,SGD,NONE,NONE,0.15400000000000005,0.21,0.86,0.14200000000000002,0.156,0.10400000000000001
249,PCA,new-thyroid,_Borderline2,SVM,NONE,NONE,0.17,0.20600000000000002,0.8479999999999999,0.114,0.11200000000000004,0.046000000000000006
250,PCA,penbased,_Borderline2,ABC,NONE,NONE,0.132,0.25,0.91,0.15,0.226,0.17
251,PCA,penbased,_Borderline2,DTREE,NONE,NONE,0.7140000000000001,0.7140000000000001,0.978,0.7140000000000001,0.774,0.696
252,PCA,penbased,_Borderline2,GNB,NONE,NONE,0.7060000000000001,0.6799999999999999,0.9759999999999998,0.6859999999999999,0.746,0.664
253,PCA,penbased,_Borderline2,KNN,NONE,NONE,0.7760000000000001,0.774,0.99,0.7740000000000001,0.782,0.77
254,PCA,penbased,_Borderline2,LRG,NONE,NONE,0.7,0.682,0.978,0.682,0.7459999999999999,0.6639999999999999
255,PCA,penbased,_Borderline2,MLP,NONE,NONE,0.7759999999999999,0.774,0.988,0.774,0.782,0.768
256,PCA,penbased,_Borderline2,QDA,NONE,NONE,0.01,0.1,0.9,0.02,0.0,0.0
257,PCA,penbased,_Borderline2,RF,NONE,NONE,0.774,0.77,0.988,0.774,0.782,0.7659999999999999
258,PCA,penbased,_Borderline2,SGD,NONE,NONE,0.6900000000000001,0.662,0.976,0.6619999999999999,0.718,0.6420000000000001
259,PCA,penbased,_Borderline2,SVM,NONE,NONE,0.6940000000000001,0.662,0.978,0.6679999999999999,0.7219999999999999,0.642
260,PCA,thyroid,_Borderline2,ABC,NONE,NONE,0.914,0.768,0.828,0.8320000000000001,0.772,0.632
261,PCA,thyroid,_Borderline2,DTREE,NONE,NONE,0.9259999999999999,0.898,0.882,0.91,0.8619999999999999,0.7879999999999999
262,PCA,thyroid,_Borderline2,GNB,NONE,NONE,0.8639999999999999,0.20600000000000002,0.8240000000000001,0.3,0.39,0.15599999999999994
263,PCA,thyroid,_Borderline2,KNN,NONE,NONE,0.8740000000000001,0.8299999999999998,0.382,0.85,0.498,0.292
264,PCA,thyroid,_Borderline2,LRG,NONE,NONE,0.8759999999999999,0.804,0.422,0.836,0.526,0.316
265,PCA,thyroid,_Borderline2,MLP,NONE,NONE,0.902,0.908,0.6759999999999999,0.906,0.742,0.61
266,PCA,thyroid,_Borderline2,QDA,NONE,NONE,0.8700000000000001,0.72,0.392,0.774,0.362,0.19
267,PCA,thyroid,_Borderline2,RF,NONE,NONE,0.9179999999999999,0.912,0.8800000000000001,0.916,0.8619999999999999,0.8019999999999999
268,PCA,thyroid,_Borderline2,SGD,NONE,NONE,0.884,0.8,0.4980000000000001,0.82,0.5559999999999999,0.34600000000000003
269,PCA,thyroid,_Borderline2,SVM,NONE,NONE,0.8619999999999999,0.884,0.162,0.8720000000000001,0.25,0.092
270,PCA,wine,_Borderline2,ABC,NONE,NONE,0.276,0.266,0.8099999999999999,0.27,0.28,0.254
271,PCA,wine,_Borderline2,DTREE,NONE,NONE,0.274,0.282,0.772,0.276,0.308,0.258
272,PCA,wine,_Borderline2,GNB,NONE,NONE,0.28800000000000003,0.30200000000000005,0.7859999999999999,0.294,0.33799999999999997,0.272
273,PCA,wine,_Borderline2,KNN,NONE,NONE,0.25,0.248,0.7559999999999999,0.248,0.31,0.2
274,PCA,wine,_Borderline2,LRG,NONE,NONE,0.048,0.052000000000000005,0.7559999999999999,0.048,0.08800000000000001,0.018000000000000002
275,PCA,wine,_Borderline2,MLP,NONE,NONE,0.238,0.21800000000000005,0.746,0.2220000000000001,0.29000000000000004,0.16799999999999998
276,PCA,wine,_Borderline2,QDA,NONE,NONE,0.272,0.27,0.792,0.27,0.28,0.264
277,PCA,wine,_Borderline2,RF,NONE,NONE,0.27,0.276,0.784,0.272,0.292,0.264
278,PCA,wine,_Borderline2,SGD,NONE,NONE,0.048,0.06,0.828,0.052000000000000005,0.08,0.034
279,PCA,wine,_Borderline2,SVM,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
280,PCA,contraceptive,_smoteSVM,ABC,NONE,NONE,0.2,0.2240000000000001,0.812,0.20800000000000002,0.28600000000000003,0.15200000000000002
281,PCA,contraceptive,_smoteSVM,DTREE,NONE,NONE,0.17800000000000002,0.196,0.794,0.182,0.268,0.124
282,PCA,contraceptive,_smoteSVM,GNB,NONE,NONE,0.194,0.18600000000000005,0.8459999999999999,0.19,0.268,0.134
283,PCA,contraceptive,_smoteSVM,KNN,NONE,NONE,0.202,0.212,0.8140000000000001,0.2,0.28600000000000003,0.14200000000000002
284,PCA,contraceptive,_smoteSVM,LRG,NONE,NONE,0.204,0.252,0.7780000000000001,0.21600000000000005,0.294,0.14800000000000002
285,PCA,contraceptive,_smoteSVM,MLP,NONE,NONE,0.2,0.2240000000000001,0.8079999999999999,0.212,0.28800000000000003,0.15600000000000006
286,PCA,contraceptive,_smoteSVM,QDA,NONE,NONE,0.21600000000000005,0.174,0.858,0.188,0.268,0.132
287,PCA,contraceptive,_smoteSVM,RF,NONE,NONE,0.194,0.2280000000000001,0.7939999999999999,0.20800000000000002,0.28800000000000003,0.14800000000000002
288,PCA,contraceptive,_smoteSVM,SGD,NONE,NONE,0.146,0.20600000000000002,0.794,0.142,0.182,0.08399999999999999
289,PCA,contraceptive,_smoteSVM,SVM,NONE,NONE,0.19,0.2280000000000001,0.772,0.084,0.024,0.0
290,PCA,dermatology,_smoteSVM,ABC,NONE,NONE,0.29600000000000004,0.29400000000000004,0.9399999999999998,0.29600000000000004,0.304,0.29400000000000004
291,PCA,dermatology,_smoteSVM,DTREE,NONE,NONE,0.488,0.4940000000000001,0.93,0.488,0.512,0.486
292,PCA,dermatology,_smoteSVM,GNB,NONE,NONE,0.4560000000000001,0.518,0.9200000000000002,0.4779999999999999,0.514,0.504
293,PCA,dermatology,_smoteSVM,KNN,NONE,NONE,0.5040000000000001,0.508,0.934,0.504,0.52,0.504
294,PCA,dermatology,_smoteSVM,LRG,NONE,NONE,0.504,0.494,0.932,0.496,0.512,0.484
295,PCA,dermatology,_smoteSVM,MLP,NONE,NONE,0.508,0.5119999999999999,0.934,0.514,0.518,0.51
296,PCA,dermatology,_smoteSVM,QDA,NONE,NONE,0.398,0.4699999999999999,0.914,0.42,0.476,0.45
297,PCA,dermatology,_smoteSVM,RF,NONE,NONE,0.522,0.516,0.938,0.516,0.524,0.514
298,PCA,dermatology,_smoteSVM,SGD,NONE,NONE,0.48200000000000004,0.48,0.924,0.466,0.496,0.466
299,PCA,dermatology,_smoteSVM,SVM,NONE,NONE,0.18,0.196,0.8400000000000001,0.1,0.102,0.036000000000000004
300,PCA,glass,_smoteSVM,ABC,NONE,NONE,0.264,0.398,0.7859999999999999,0.308,0.35,0.254
301,PCA,glass,_smoteSVM,DTREE,NONE,NONE,0.26,0.258,0.8280000000000001,0.248,0.324,0.21600000000000003
302,PCA,glass,_smoteSVM,GNB,NONE,NONE,0.34,0.388,0.8420000000000001,0.34,0.414,0.292
303,PCA,glass,_smoteSVM,KNN,NONE,NONE,0.278,0.29600000000000004,0.8340000000000001,0.278,0.3700000000000001,0.25
304,PCA,glass,_smoteSVM,LRG,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
305,PCA,glass,_smoteSVM,MLP,NONE,NONE,0.26,0.36,0.8180000000000002,0.294,0.35,0.242
306,PCA,glass,_smoteSVM,QDA,NONE,NONE,0.002,0.052000000000000005,0.948,0.004,0.0,0.0
307,PCA,glass,_smoteSVM,RF,NONE,NONE,0.284,0.278,0.8220000000000001,0.274,0.33,0.24
308,PCA,glass,_smoteSVM,SGD,NONE,NONE,0.154,0.276,0.7979999999999999,0.18600000000000005,0.16999999999999998,0.11
309,PCA,glass,_smoteSVM,SVM,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
310,PCA,new-thyroid,_smoteSVM,ABC,NONE,NONE,0.16,0.23800000000000004,0.858,0.156,0.172,0.12000000000000002
311,PCA,new-thyroid,_smoteSVM,DTREE,NONE,NONE,0.124,0.14,0.866,0.132,0.14,0.134
312,PCA,new-thyroid,_smoteSVM,GNB,NONE,NONE,0.136,0.128,0.8620000000000001,0.132,0.134,0.122
313,PCA,new-thyroid,_smoteSVM,KNN,NONE,NONE,0.124,0.136,0.866,0.13,0.138,0.132
314,PCA,new-thyroid,_smoteSVM,LRG,NONE,NONE,0.16,0.19,0.8560000000000001,0.14200000000000002,0.14600000000000002,0.094
315,PCA,new-thyroid,_smoteSVM,MLP,NONE,NONE,0.136,0.128,0.8619999999999999,0.132,0.134,0.122
316,PCA,new-thyroid,_smoteSVM,QDA,NONE,NONE,0.136,0.128,0.8619999999999999,0.132,0.134,0.122
317,PCA,new-thyroid,_smoteSVM,RF,NONE,NONE,0.132,0.132,0.8640000000000001,0.132,0.136,0.128
318,PCA,new-thyroid,_smoteSVM,SGD,NONE,NONE,0.094,0.16399999999999998,0.8699999999999999,0.1,0.11400000000000005,0.07400000000000001
319,PCA,new-thyroid,_smoteSVM,SVM,NONE,NONE,0.166,0.20600000000000002,0.8479999999999999,0.118,0.124,0.05800000000000001
320,PCA,penbased,_smoteSVM,ABC,NONE,NONE,0.13,0.25,0.912,0.14800000000000002,0.23199999999999998,0.17
321,PCA,penbased,_smoteSVM,DTREE,NONE,NONE,0.7120000000000001,0.71,0.98,0.7099999999999999,0.7659999999999999,0.6920000000000001
322,PCA,penbased,_smoteSVM,GNB,NONE,NONE,0.7020000000000001,0.6799999999999999,0.9740000000000001,0.6839999999999999,0.7440000000000001,0.664
323,PCA,penbased,_smoteSVM,KNN,NONE,NONE,0.774,0.77,0.99,0.774,0.7780000000000001,0.764
324,PCA,penbased,_smoteSVM,LRG,NONE,NONE,0.696,0.68,0.978,0.6799999999999999,0.7440000000000001,0.662
325,PCA,penbased,_smoteSVM,MLP,NONE,NONE,0.772,0.772,0.988,0.772,0.782,0.77
326,PCA,penbased,_smoteSVM,QDA,NONE,NONE,0.01,0.1,0.9,0.02,0.0,0.0
327,PCA,penbased,_smoteSVM,RF,NONE,NONE,0.7760000000000001,0.772,0.99,0.774,0.782,0.7659999999999999
328,PCA,penbased,_smoteSVM,SGD,NONE,NONE,0.7060000000000001,0.69,0.98,0.6900000000000001,0.736,0.6779999999999999
329,PCA,penbased,_smoteSVM,SVM,NONE,NONE,0.6920000000000001,0.66,0.978,0.6659999999999999,0.7240000000000001,0.64
330,PCA,thyroid,_smoteSVM,ABC,NONE,NONE,0.8940000000000001,0.75,0.722,0.79,0.6719999999999999,0.522
331,PCA,thyroid,_smoteSVM,DTREE,NONE,NONE,0.906,0.902,0.74,0.904,0.774,0.6659999999999999
332,PCA,thyroid,_smoteSVM,GNB,NONE,NONE,0.8240000000000001,0.13799999999999998,0.8360000000000001,0.2240000000000001,0.31,0.10400000000000001
333,PCA,thyroid,_smoteSVM,KNN,NONE,NONE,0.8699999999999999,0.8539999999999999,0.332,0.8640000000000001,0.454,0.248
334,PCA,thyroid,_smoteSVM,LRG,NONE,NONE,0.86,0.912,0.16599999999999998,0.8859999999999999,0.21600000000000005,0.096
335,PCA,thyroid,_smoteSVM,MLP,NONE,NONE,0.8939999999999999,0.91,0.608,0.902,0.6920000000000001,0.546
336,PCA,thyroid,_smoteSVM,QDA,NONE,NONE,0.8559999999999999,0.916,0.07400000000000001,0.8860000000000001,0.0,0.0
337,PCA,thyroid,_smoteSVM,RF,NONE,NONE,0.904,0.9179999999999999,0.7220000000000001,0.91,0.764,0.6599999999999999
338,PCA,thyroid,_smoteSVM,SGD,NONE,NONE,0.8700000000000001,0.7659999999999999,0.354,0.7879999999999999,0.402,0.182
339,PCA,thyroid,_smoteSVM,SVM,NONE,NONE,0.858,0.908,0.11,0.882,0.11400000000000005,0.038
340,PCA,wine,_smoteSVM,ABC,NONE,NONE,0.272,0.242,0.8059999999999999,0.254,0.266,0.236
341,PCA,wine,_smoteSVM,DTREE,NONE,NONE,0.28600000000000003,0.28200000000000003,0.7819999999999999,0.284,0.32199999999999995,0.252
342,PCA,wine,_smoteSVM,GNB,NONE,NONE,0.28200000000000003,0.29600000000000004,0.7859999999999999,0.28600000000000003,0.332,0.268
343,PCA,wine,_smoteSVM,KNN,NONE,NONE,0.252,0.242,0.7659999999999999,0.244,0.306,0.198
344,PCA,wine,_smoteSVM,LRG,NONE,NONE,0.048,0.052000000000000005,0.76,0.048,0.08800000000000001,0.02
345,PCA,wine,_smoteSVM,MLP,NONE,NONE,0.204,0.20800000000000002,0.742,0.202,0.262,0.16
346,PCA,wine,_smoteSVM,QDA,NONE,NONE,0.272,0.27,0.7959999999999999,0.27,0.28,0.266
347,PCA,wine,_smoteSVM,RF,NONE,NONE,0.272,0.266,0.7859999999999999,0.268,0.278,0.258
348,PCA,wine,_smoteSVM,SGD,NONE,NONE,0.098,0.212,0.738,0.128,0.094,0.04
349,PCA,wine,_smoteSVM,SVM,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
350,PCA,contraceptive,_Geometric_SMOTE,ABC,NONE,NONE,0.20800000000000002,0.252,0.8019999999999999,0.22399999999999998,0.30000000000000004,0.168
351,PCA,contraceptive,_Geometric_SMOTE,DTREE,NONE,NONE,0.18000000000000002,0.202,0.7979999999999999,0.188,0.272,0.128
352,PCA,contraceptive,_Geometric_SMOTE,GNB,NONE,NONE,0.202,0.202,0.836,0.2,0.278,0.14400000000000002
353,PCA,contraceptive,_Geometric_SMOTE,KNN,NONE,NONE,0.202,0.20800000000000002,0.8140000000000001,0.2,0.28400000000000003,0.14
354,PCA,contraceptive,_Geometric_SMOTE,LRG,NONE,NONE,0.204,0.262,0.77,0.22000000000000008,0.298,0.154
355,PCA,contraceptive,_Geometric_SMOTE,MLP,NONE,NONE,0.204,0.23200000000000004,0.812,0.214,0.29200000000000004,0.16
356,PCA,contraceptive,_Geometric_SMOTE,QDA,NONE,NONE,0.204,0.18600000000000005,0.8400000000000001,0.194,0.272,0.136
357,PCA,contraceptive,_Geometric_SMOTE,RF,NONE,NONE,0.192,0.23,0.784,0.20800000000000002,0.28800000000000003,0.15200000000000002
358,PCA,contraceptive,_Geometric_SMOTE,SGD,NONE,NONE,0.124,0.2280000000000001,0.7739999999999999,0.146,0.12000000000000002,0.052000000000000005
359,PCA,contraceptive,_Geometric_SMOTE,SVM,NONE,NONE,0.19,0.2280000000000001,0.772,0.084,0.024,0.0
360,PCA,dermatology,_Geometric_SMOTE,ABC,NONE,NONE,0.326,0.388,0.8940000000000001,0.31799999999999995,0.344,0.29600000000000004
361,PCA,dermatology,_Geometric_SMOTE,DTREE,NONE,NONE,0.4960000000000001,0.4900000000000001,0.938,0.488,0.512,0.478
362,PCA,dermatology,_Geometric_SMOTE,GNB,NONE,NONE,0.442,0.4,0.9280000000000002,0.402,0.442,0.384
363,PCA,dermatology,_Geometric_SMOTE,KNN,NONE,NONE,0.504,0.5,0.934,0.5,0.516,0.494
364,PCA,dermatology,_Geometric_SMOTE,LRG,NONE,NONE,0.508,0.488,0.932,0.496,0.512,0.48200000000000004
365,PCA,dermatology,_Geometric_SMOTE,MLP,NONE,NONE,0.512,0.52,0.938,0.516,0.53,0.518
366,PCA,dermatology,_Geometric_SMOTE,QDA,NONE,NONE,0.4859999999999999,0.4859999999999999,0.932,0.4779999999999999,0.51,0.472
367,PCA,dermatology,_Geometric_SMOTE,RF,NONE,NONE,0.522,0.516,0.938,0.518,0.524,0.512
368,PCA,dermatology,_Geometric_SMOTE,SGD,NONE,NONE,0.476,0.4400000000000001,0.9259999999999999,0.4380000000000001,0.46799999999999997,0.4280000000000001
369,PCA,dermatology,_Geometric_SMOTE,SVM,NONE,NONE,0.16799999999999998,0.198,0.8420000000000001,0.096,0.102,0.042
370,PCA,glass,_Geometric_SMOTE,ABC,NONE,NONE,0.198,0.326,0.8160000000000001,0.23399999999999999,0.274,0.18000000000000002
371,PCA,glass,_Geometric_SMOTE,DTREE,NONE,NONE,0.276,0.276,0.8340000000000001,0.264,0.348,0.23399999999999999
372,PCA,glass,_Geometric_SMOTE,GNB,NONE,NONE,0.276,0.358,0.8059999999999999,0.30600000000000005,0.35200000000000004,0.238
373,PCA,glass,_Geometric_SMOTE,KNN,NONE,NONE,0.284,0.308,0.836,0.28600000000000003,0.38,0.26
374,PCA,glass,_Geometric_SMOTE,LRG,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
375,PCA,glass,_Geometric_SMOTE,MLP,NONE,NONE,0.28600000000000003,0.35600000000000004,0.8019999999999999,0.31000000000000005,0.36200000000000004,0.246
376,PCA,glass,_Geometric_SMOTE,QDA,NONE,NONE,0.278,0.30000000000000004,0.8320000000000001,0.278,0.336,0.22399999999999998
377,PCA,glass,_Geometric_SMOTE,RF,NONE,NONE,0.254,0.272,0.812,0.256,0.316,0.242
378,PCA,glass,_Geometric_SMOTE,SGD,NONE,NONE,0.132,0.162,0.9280000000000002,0.132,0.172,0.11800000000000002
379,PCA,glass,_Geometric_SMOTE,SVM,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
380,PCA,new-thyroid,_Geometric_SMOTE,ABC,NONE,NONE,0.096,0.098,0.86,0.096,0.106,0.09
381,PCA,new-thyroid,_Geometric_SMOTE,DTREE,NONE,NONE,0.12,0.136,0.868,0.128,0.138,0.132
382,PCA,new-thyroid,_Geometric_SMOTE,GNB,NONE,NONE,0.136,0.122,0.8640000000000001,0.128,0.132,0.114
383,PCA,new-thyroid,_Geometric_SMOTE,KNN,NONE,NONE,0.124,0.128,0.8640000000000001,0.126,0.134,0.12
384,PCA,new-thyroid,_Geometric_SMOTE,LRG,NONE,NONE,0.154,0.16399999999999998,0.8539999999999999,0.126,0.134,0.08199999999999999
385,PCA,new-thyroid,_Geometric_SMOTE,MLP,NONE,NONE,0.132,0.128,0.866,0.13,0.134,0.122
386,PCA,new-thyroid,_Geometric_SMOTE,QDA,NONE,NONE,0.136,0.132,0.86,0.134,0.138,0.124
387,PCA,new-thyroid,_Geometric_SMOTE,RF,NONE,NONE,0.128,0.136,0.866,0.132,0.138,0.134
388,PCA,new-thyroid,_Geometric_SMOTE,SGD,NONE,NONE,0.128,0.154,0.904,0.124,0.136,0.10800000000000001
389,PCA,new-thyroid,_Geometric_SMOTE,SVM,NONE,NONE,0.162,0.18,0.8479999999999999,0.11199999999999999,0.11800000000000002,0.05800000000000001
390,PCA,penbased,_Geometric_SMOTE,ABC,NONE,NONE,0.14400000000000002,0.254,0.912,0.156,0.23199999999999998,0.174
391,PCA,penbased,_Geometric_SMOTE,DTREE,NONE,NONE,0.7260000000000001,0.7240000000000001,0.98,0.722,0.78,0.708
392,PCA,penbased,_Geometric_SMOTE,GNB,NONE,NONE,0.708,0.6859999999999999,0.978,0.69,0.748,0.67
393,PCA,penbased,_Geometric_SMOTE,KNN,NONE,NONE,0.7780000000000001,0.77,0.99,0.774,0.78,0.768
394,PCA,penbased,_Geometric_SMOTE,LRG,NONE,NONE,0.698,0.682,0.978,0.682,0.7459999999999999,0.6639999999999999
395,PCA,penbased,_Geometric_SMOTE,MLP,NONE,NONE,0.768,0.7659999999999999,0.988,0.7659999999999999,0.7780000000000001,0.762
396,PCA,penbased,_Geometric_SMOTE,QDA,NONE,NONE,0.62,0.636,0.97,0.62,0.6280000000000001,0.61
397,PCA,penbased,_Geometric_SMOTE,RF,NONE,NONE,0.774,0.768,0.988,0.7699999999999999,0.782,0.7659999999999999
398,PCA,penbased,_Geometric_SMOTE,SGD,NONE,NONE,0.7000000000000001,0.6779999999999999,0.978,0.6779999999999999,0.736,0.6580000000000001
399,PCA,penbased,_Geometric_SMOTE,SVM,NONE,NONE,0.6920000000000001,0.6599999999999999,0.976,0.662,0.718,0.6399999999999999
400,PCA,thyroid,_Geometric_SMOTE,ABC,NONE,NONE,0.908,0.858,0.7699999999999999,0.8800000000000001,0.7699999999999999,0.654
401,PCA,thyroid,_Geometric_SMOTE,DTREE,NONE,NONE,0.9179999999999999,0.904,0.7959999999999999,0.908,0.812,0.716
402,PCA,thyroid,_Geometric_SMOTE,GNB,NONE,NONE,0.884,0.242,0.8420000000000001,0.38,0.434,0.192
403,PCA,thyroid,_Geometric_SMOTE,KNN,NONE,NONE,0.8619999999999999,0.8340000000000001,0.23199999999999998,0.8459999999999999,0.31399999999999995,0.15
404,PCA,thyroid,_Geometric_SMOTE,LRG,NONE,NONE,0.8740000000000001,0.828,0.39,0.85,0.504,0.29599999999999993
405,PCA,thyroid,_Geometric_SMOTE,MLP,NONE,NONE,0.906,0.884,0.716,0.8960000000000001,0.758,0.6319999999999999
406,PCA,thyroid,_Geometric_SMOTE,QDA,NONE,NONE,0.906,0.5700000000000001,0.8099999999999999,0.624,0.5800000000000001,0.408
407,PCA,thyroid,_Geometric_SMOTE,RF,NONE,NONE,0.902,0.914,0.7040000000000001,0.908,0.7539999999999999,0.638
408,PCA,thyroid,_Geometric_SMOTE,SGD,NONE,NONE,0.8779999999999999,0.602,0.5900000000000001,0.6859999999999999,0.522,0.3
409,PCA,thyroid,_Geometric_SMOTE,SVM,NONE,NONE,0.858,0.8699999999999999,0.162,0.8640000000000001,0.25,0.094
410,PCA,wine,_Geometric_SMOTE,ABC,NONE,NONE,0.256,0.28,0.782,0.264,0.31,0.24
411,PCA,wine,_Geometric_SMOTE,DTREE,NONE,NONE,0.28200000000000003,0.29600000000000004,0.7739999999999999,0.28600000000000003,0.332,0.26
412,PCA,wine,_Geometric_SMOTE,GNB,NONE,NONE,0.26,0.30200000000000005,0.768,0.278,0.332,0.254
413,PCA,wine,_Geometric_SMOTE,KNN,NONE,NONE,0.252,0.204,0.7659999999999999,0.214,0.278,0.16600000000000004
414,PCA,wine,_Geometric_SMOTE,LRG,NONE,NONE,0.048,0.052000000000000005,0.764,0.048,0.08800000000000001,0.02
415,PCA,wine,_Geometric_SMOTE,MLP,NONE,NONE,0.194,0.18000000000000002,0.7440000000000001,0.18000000000000002,0.23600000000000004,0.138
416,PCA,wine,_Geometric_SMOTE,QDA,NONE,NONE,0.27,0.28200000000000003,0.7859999999999999,0.272,0.306,0.264
417,PCA,wine,_Geometric_SMOTE,RF,NONE,NONE,0.266,0.276,0.7879999999999999,0.27,0.282,0.268
418,PCA,wine,_Geometric_SMOTE,SGD,NONE,NONE,0.092,0.202,0.6859999999999999,0.124,0.08800000000000001,0.034
419,PCA,wine,_Geometric_SMOTE,SVM,NONE,NONE,0.0,0.0,1.0,0.0,0.0,0.0
420,PCA,contraceptive,_delaunay_area_9,ABC,area,9,0.202,0.2240000000000001,0.8079999999999998,0.212,0.28800000000000003,0.15200000000000002
421,PCA,contraceptive,_delaunay_area_9,DTREE,area,9,0.188,0.214,0.7959999999999999,0.196,0.28,0.138
422,PCA,contraceptive,_delaunay_area_9,GNB,area,9,0.194,0.196,0.8320000000000001,0.19,0.27,0.138
423,PCA,contraceptive,_delaunay_area_9,KNN,area,9,0.194,0.202,0.8139999999999998,0.194,0.28,0.134
424,PCA,contraceptive,_delaunay_area_9,LRG,area,9,0.20800000000000002,0.266,0.77,0.22,0.298,0.15200000000000002
425,PCA,contraceptive,_delaunay_area_9,MLP,area,9,0.204,0.226,0.812,0.212,0.29000000000000004,0.15200000000000002
426,PCA,contraceptive,_delaunay_area_9,QDA,area,9,0.20600000000000002,0.17800000000000002,0.852,0.188,0.268,0.132
427,PCA,contraceptive,_delaunay_area_9,RF,area,9,0.192,0.226,0.79,0.20800000000000002,0.28800000000000003,0.14800000000000002
428,PCA,contraceptive,_delaunay_area_9,SGD,area,9,0.15799999999999995,0.162,0.85,0.11800000000000002,0.156,0.06599999999999999
429,PCA,contraceptive,_delaunay_area_9,SVM,area,9,0.204,0.23,0.774,0.094,0.05800000000000001,0.008
430,PCA,dermatology,_delaunay_area_9,ABC,area,9,0.214,0.266,0.8719999999999999,0.19,0.226,0.172
431,PCA,dermatology,_delaunay_area_9,DTREE,area,9,0.502,0.49,0.9359999999999999,0.4900000000000001,0.5039999999999999,0.48200000000000004
